#IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID
30.000 0.997 -0.044 0.055 -0.006 4.629 0.060 -1.001 2.000
78.000 0.997 -0.064 0.015 -0.028 2.732 -0.092 -0.731 2.000
31.000 0.998 -0.049 0.039 -0.009 4.622 0.031 -0.848 2.000
83.000 1.000 -0.023 -0.003 -0.016 2.558 0.033 -0.637 2.000
32.000 0.998 -0.045 0.040 -0.007 4.592 0.052 -0.857 2.000
33.000 0.997 -0.043 0.061 -0.010 4.506 0.017 -1.053 2.000
34.000 0.998 -0.036 0.041 -0.009 4.498 0.047 -0.867 2.000
35.000 0.998 -0.025 0.054 -0.006 4.426 0.079 -0.992 2.000
211.000 0.971 -0.021 -0.232 -0.051 -2.768 0.135 -0.794 2.000
36.000 0.999 -0.030 0.045 -0.007 4.397 0.076 -0.913 2.000
58.000 0.998 -0.052 0.023 -0.035 3.516 -0.162 -0.771 2.000
37.000 0.999 -0.037 0.026 -0.006 4.380 0.076 -0.743 2.000
229.000 0.967 -0.026 -0.248 -0.048 -3.539 0.133 -0.888 2.000
38.000 0.998 -0.032 0.043 -0.015 4.317 -0.003 -0.889 2.000
39.000 0.998 -0.029 0.049 -0.025 4.278 -0.078 -0.945 2.000
52.000 0.999 -0.038 0.012 -0.013 3.798 0.018 -0.691 2.000
42.000 0.999 -0.009 0.037 -0.023 4.167 -0.029 -0.847 2.000
43.000 1.000 -0.017 0.006 -0.007 4.165 0.091 -0.597 2.000
56.000 0.997 -0.066 0.028 -0.024 3.605 -0.103 -0.815 2.000
44.000 1.000 -0.008 0.019 -0.001 4.104 0.155 -0.709 2.000
45.000 1.000 -0.004 0.018 -0.001 4.070 0.157 -0.711 2.000
46.000 1.000 -0.002 0.003 0.002 4.062 0.182 -0.585 2.000
47.000 1.000 0.001 0.022 -0.001 3.994 0.162 -0.751 2.000
99.000 0.997 -0.057 -0.054 -0.020 1.940 -0.008 -0.439 2.000
48.000 1.000 -0.010 0.026 -0.013 3.947 0.055 -0.788 2.000
49.000 0.999 -0.028 0.009 -0.014 3.926 0.027 -0.665 2.000
199.000 0.977 -0.034 -0.207 -0.030 -2.272 0.019 -0.657 2.000
50.000 0.999 -0.033 0.033 -0.011 3.846 0.034 -0.854 2.000
51.000 0.999 -0.039 0.030 -0.014 3.807 0.005 -0.832 2.000
53.000 0.999 -0.034 0.018 -0.015 3.761 0.004 -0.743 2.000
54.000 0.998 -0.042 0.026 -0.027 3.702 -0.091 -0.799 2.000
55.000 0.998 -0.059 -0.006 -0.020 3.698 -0.055 -0.567 2.000
57.000 0.997 -0.065 0.030 -0.034 3.553 -0.170 -0.822 2.000
59.000 0.998 -0.045 0.035 -0.035 3.460 -0.149 -0.856 2.000
61.000 0.998 -0.052 0.018 -0.025 3.413 -0.082 -0.738 2.000
62.000 0.998 -0.050 0.038 -0.016 3.334 -0.024 -0.880 2.000
114.000 0.997 -0.050 -0.060 -0.018 1.312 0.013 -0.430 2.000
63.000 0.998 -0.049 0.038 -0.010 3.288 0.023 -0.879 2.000
64.000 0.999 -0.037 0.025 -0.007 3.260 0.060 -0.797 2.000
65.000 0.999 -0.032 0.034 -0.006 3.228 0.073 -0.853 2.000
66.000 0.999 -0.034 0.039 -0.005 3.175 0.075 -0.883 2.000
108.000 0.997 -0.047 -0.053 -0.014 1.565 0.027 -0.449 2.000
67.000 0.999 -0.047 0.016 -0.001 3.163 0.091 -0.740 2.000
68.000 0.998 -0.052 0.032 0.006 3.089 0.121 -0.845 2.000
90.000 0.999 -0.022 -0.023 -0.031 2.288 -0.029 -0.546 2.000
69.000 0.998 -0.050 0.032 0.003 3.044 0.102 -0.842 2.000
253.000 0.960 -0.034 -0.274 -0.039 -4.499 0.070 -1.126 2.000
70.000 0.999 -0.042 0.013 -0.003 3.025 0.076 -0.722 2.000
214.000 0.969 -0.037 -0.240 -0.051 -2.895 0.133 -0.841 2.000
71.000 0.999 -0.042 0.015 -0.008 3.003 0.050 -0.739 2.000
72.000 0.998 -0.057 0.019 -0.019 2.953 -0.038 -0.759 2.000
174.000 0.988 -0.055 -0.146 -0.013 -1.208 -0.029 -0.450 2.000
73.000 0.997 -0.073 0.004 -0.018 2.947 -0.043 -0.670 2.000
175.000 0.988 -0.061 -0.139 -0.005 -1.260 -0.052 -0.428 2.000
273.000 0.929 -0.075 -0.360 -0.048 -5.077 0.135 -2.014 2.000
74.000 0.996 -0.089 0.005 -0.011 2.907 -0.030 -0.682 2.000
75.000 0.995 -0.096 0.022 -0.010 2.857 -0.044 -0.778 2.000
115.000 0.994 -0.063 -0.083 -0.026 1.293 -0.018 -0.371 2.000
235.000 0.960 -0.038 -0.275 -0.049 -3.748 0.143 -1.098 2.000
76.000 0.996 -0.092 0.008 -0.018 2.833 -0.070 -0.693 2.000
77.000 0.997 -0.078 0.008 -0.023 2.787 -0.083 -0.692 2.000
129.000 0.994 -0.037 -0.100 -0.001 0.710 0.050 -0.367 2.000
262.000 0.943 -0.068 -0.324 -0.018 -4.738 -0.147 -1.595 2.000
79.000 0.997 -0.067 0.002 -0.026 2.705 -0.079 -0.661 2.000
80.000 0.998 -0.062 -0.011 -0.019 2.676 -0.032 -0.593 2.000
82.000 0.999 -0.038 0.003 -0.019 2.596 -0.002 -0.669 2.000
202.000 0.972 -0.037 -0.230 -0.036 -2.357 0.042 -0.772 2.000
84.000 1.000 -0.023 -0.001 -0.018 2.511 0.023 -0.647 2.000
300.000 0.997 -0.059 0.046 -0.018 5.004 -0.079 -0.889 2.000
85.000 0.999 -0.042 -0.020 -0.015 2.488 0.021 -0.557 2.000
208.000 0.967 -0.036 -0.245 -0.057 -2.598 0.155 -0.863 2.000
86.000 0.998 -0.053 -0.021 -0.008 2.442 0.039 -0.553 2.000
112.000 0.996 -0.042 -0.079 -0.029 1.416 -0.008 -0.370 2.000
87.000 0.999 -0.049 -0.009 -0.013 2.392 0.022 -0.612 2.000
113.000 0.997 -0.035 -0.065 -0.015 1.360 0.036 -0.414 2.000
193.000 0.982 -0.052 -0.180 -0.036 -2.028 0.041 -0.546 2.000
88.000 0.999 -0.045 -0.019 -0.017 2.377 0.012 -0.564 2.000
89.000 0.999 -0.034 -0.035 -0.018 2.347 0.020 -0.489 2.000
91.000 0.997 -0.027 -0.054 -0.046 2.270 -0.094 -0.409 2.000
92.000 0.995 -0.034 -0.087 -0.042 2.245 -0.083 -0.264 2.000
93.000 0.998 -0.037 -0.043 -0.037 2.173 -0.066 -0.466 2.000
269.000 0.932 -0.072 -0.353 -0.048 -4.940 0.136 -1.924 2.000
94.000 0.998 -0.038 -0.026 -0.037 2.123 -0.066 -0.541 2.000
146.000 0.992 -0.049 -0.105 -0.052 0.026 0.012 -0.405 2.000
95.000 0.998 -0.043 -0.039 -0.034 2.107 -0.058 -0.491 2.000
111.000 0.997 -0.038 -0.057 -0.028 1.447 -0.005 -0.431 2.000
288.000 0.919 -0.045 -0.386 -0.058 -5.610 0.261 -2.403 2.000
96.000 0.997 -0.061 -0.036 -0.032 2.059 -0.069 -0.508 2.000
240.000 0.960 -0.036 -0.272 -0.048 -3.953 0.137 -1.086 2.000
97.000 0.994 -0.079 -0.069 -0.037 2.040 -0.097 -0.374 2.000
98.000 0.994 -0.082 -0.064 -0.024 1.992 -0.052 -0.397 2.000
122.000 0.988 -0.058 -0.137 -0.031 1.034 -0.017 -0.274 2.000
154.000 0.992 -0.021 -0.118 -0.039 -0.338 0.041 -0.409 2.000
100.000 0.996 -0.060 -0.063 -0.017 1.901 0.001 -0.407 2.000
132.000 0.992 -0.046 -0.116 -0.028 0.593 0.005 -0.357 2.000
284.000 0.909 -0.053 -0.410 -0.045 -5.318 0.086 -2.651 2.000
101.000 0.997 -0.058 -0.052 -0.014 1.855 0.013 -0.450 2.000
102.000 0.997 -0.055 -0.059 -0.015 1.832 0.013 -0.427 2.000
104.000 0.995 -0.067 -0.071 -0.016 1.750 -0.000 -0.385 2.000
105.000 0.997 -0.052 -0.053 -0.019 1.692 0.004 -0.447 2.000
106.000 0.996 -0.052 -0.071 -0.017 1.661 0.015 -0.386 2.000
107.000 0.997 -0.049 -0.059 -0.004 1.605 0.054 -0.430 2.000
109.000 0.996 -0.048 -0.077 -0.020 1.556 0.012 -0.371 2.000
110.000 0.996 -0.042 -0.083 -0.017 1.512 0.023 -0.355 2.000
162.000 0.992 -0.033 -0.108 -0.051 -0.713 0.055 -0.389 2.000
116.000 0.994 -0.055 -0.093 -0.027 1.272 -0.014 -0.349 2.000
236.000 0.958 -0.044 -0.278 -0.051 -3.758 0.157 -1.129 2.000
117.000 0.997 -0.042 -0.068 -0.021 1.212 0.013 -0.412 2.000
149.000 0.993 -0.033 -0.101 -0.053 -0.127 0.031 -0.407 2.000
118.000 0.996 -0.041 -0.076 -0.013 1.174 0.033 -0.396 2.000
258.000 0.947 -0.029 -0.320 -0.019 -4.565 -0.141 -1.567 2.000
119.000 0.992 -0.040 -0.117 0.002 1.154 0.070 -0.309 2.000
171.000 0.988 -0.042 -0.146 -0.035 -1.096 0.030 -0.454 2.000
120.000 0.989 -0.056 -0.136 -0.018 1.119 0.015 -0.269 2.000
121.000 0.983 -0.059 -0.168 -0.034 1.084 -0.019 -0.203 2.000
123.000 0.989 -0.062 -0.130 -0.037 1.002 -0.030 -0.291 2.000
124.000 0.989 -0.064 -0.128 -0.029 0.955 -0.016 -0.301 2.000
172.000 0.988 -0.046 -0.142 -0.030 -1.136 0.019 -0.446 2.000
125.000 0.991 -0.047 -0.128 -0.007 0.910 0.036 -0.311 2.000
128.000 0.995 -0.042 -0.095 -0.000 0.744 0.048 -0.374 2.000
130.000 0.995 -0.032 -0.091 -0.008 0.675 0.041 -0.380 2.000
131.000 0.995 -0.032 -0.097 -0.016 0.629 0.028 -0.376 2.000
252.000 0.954 -0.044 -0.292 -0.052 -4.404 0.185 -1.297 2.000
133.000 0.993 -0.061 -0.100 -0.030 0.535 -0.013 -0.378 2.000
134.000 0.993 -0.072 -0.095 -0.024 0.483 -0.013 -0.385 2.000
135.000 0.990 -0.068 -0.124 -0.017 0.456 -0.001 -0.361 2.000
161.000 0.992 -0.022 -0.111 -0.057 -0.661 0.069 -0.392 2.000
136.000 0.991 -0.058 -0.120 -0.012 0.416 0.009 -0.370 2.000
264.000 0.936 -0.062 -0.346 -0.029 -4.726 -0.057 -1.825 2.000
137.000 0.991 -0.053 -0.121 -0.011 0.388 0.015 -0.372 2.000
138.000 0.991 -0.050 -0.127 -0.012 0.346 0.019 -0.372 2.000
139.000 0.993 -0.047 -0.111 -0.007 0.289 0.021 -0.387 2.000
140.000 0.993 -0.045 -0.109 -0.010 0.240 0.023 -0.391 2.000
191.000 0.982 -0.048 -0.183 -0.030 -1.938 0.016 -0.556 2.000
192.000 0.983 -0.056 -0.172 -0.032 -1.998 0.027 -0.512 2.000
243.000 0.955 -0.021 -0.294 -0.038 -4.017 0.057 -1.282 2.000
142.000 0.993 -0.034 -0.110 -0.028 0.175 0.022 -0.395 2.000
194.000 0.981 -0.044 -0.186 -0.037 -2.051 0.046 -0.571 2.000
143.000 0.993 -0.033 -0.108 -0.037 0.144 0.022 -0.398 2.000
144.000 0.992 -0.035 -0.113 -0.041 0.128 0.021 -0.397 2.000
239.000 0.962 -0.052 -0.263 -0.048 -3.923 0.147 -1.005 2.000
292.000 0.920 -0.044 -0.388 -0.030 -5.780 -0.069 -2.407 2.000
145.000 0.991 -0.045 -0.117 -0.049 0.084 0.014 -0.400 2.000
247.000 0.954 -0.039 -0.294 -0.038 -4.204 0.051 -1.301 2.000
147.000 0.992 -0.049 -0.103 -0.055 -0.025 0.017 -0.406 2.000
265.000 0.937 -0.068 -0.341 -0.038 -4.789 0.037 -1.788 2.000
148.000 0.993 -0.039 -0.098 -0.057 -0.078 0.025 -0.406 2.000
150.000 0.993 -0.039 -0.105 -0.049 -0.174 0.029 -0.407 2.000
151.000 0.993 -0.042 -0.099 -0.043 -0.220 0.025 -0.403 2.000
203.000 0.972 -0.041 -0.227 -0.032 -2.412 0.025 -0.757 2.000
152.000 0.994 -0.044 -0.092 -0.039 -0.256 0.024 -0.397 2.000
153.000 0.993 -0.039 -0.103 -0.038 -0.298 0.029 -0.400 2.000
155.000 0.993 -0.017 -0.108 -0.044 -0.395 0.050 -0.399 2.000
156.000 0.993 -0.020 -0.110 -0.049 -0.444 0.053 -0.398 2.000
157.000 0.994 -0.020 -0.097 -0.052 -0.503 0.059 -0.383 2.000
226.000 0.965 -0.031 -0.258 -0.044 -3.407 0.100 -0.956 2.000
158.000 0.994 -0.024 -0.095 -0.055 -0.544 0.063 -0.376 2.000
159.000 0.993 -0.023 -0.099 -0.057 -0.569 0.065 -0.380 2.000
185.000 0.981 -0.067 -0.176 -0.037 -1.683 0.029 -0.534 2.000
160.000 0.992 -0.015 -0.112 -0.058 -0.610 0.070 -0.395 2.000
164.000 0.990 -0.059 -0.124 -0.029 -0.799 0.004 -0.412 2.000
165.000 0.989 -0.057 -0.133 -0.025 -0.831 -0.005 -0.427 2.000
218.000 0.965 -0.050 -0.252 -0.055 -3.055 0.161 -0.919 2.000
166.000 0.989 -0.061 -0.135 -0.024 -0.859 -0.009 -0.431 2.000
167.000 0.986 -0.073 -0.150 -0.023 -0.896 -0.017 -0.457 2.000
168.000 0.985 -0.071 -0.156 -0.026 -0.941 -0.012 -0.470 2.000
169.000 0.986 -0.067 -0.146 -0.032 -0.999 0.008 -0.450 2.000
170.000 0.987 -0.055 -0.149 -0.036 -1.044 0.025 -0.459 2.000
173.000 0.987 -0.051 -0.147 -0.025 -1.160 0.004 -0.456 2.000
176.000 0.986 -0.054 -0.157 -0.005 -1.292 -0.055 -0.475 2.000
177.000 0.986 -0.046 -0.162 -0.013 -1.339 -0.032 -0.488 2.000
178.000 0.984 -0.050 -0.170 -0.028 -1.381 0.008 -0.510 2.000
205.000 0.970 -0.032 -0.238 -0.043 -2.495 0.079 -0.816 2.000
179.000 0.983 -0.051 -0.174 -0.038 -1.416 0.038 -0.523 2.000
180.000 0.982 -0.050 -0.176 -0.040 -1.443 0.042 -0.530 2.000
181.000 0.980 -0.054 -0.189 -0.041 -1.477 0.045 -0.568 2.000
182.000 0.975 -0.051 -0.211 -0.053 -1.498 0.077 -0.642 2.000
183.000 0.978 -0.061 -0.193 -0.058 -1.567 0.093 -0.591 2.000
184.000 0.983 -0.079 -0.158 -0.052 -1.651 0.078 -0.476 2.000
186.000 0.982 -0.058 -0.180 -0.024 -1.718 -0.011 -0.545 2.000
187.000 0.983 -0.053 -0.173 -0.019 -1.754 -0.028 -0.519 2.000
189.000 0.984 -0.032 -0.175 -0.026 -1.849 0.008 -0.530 2.000
241.000 0.959 -0.026 -0.280 -0.045 -3.984 0.111 -1.158 2.000
266.000 0.931 -0.075 -0.356 -0.042 -4.780 0.067 -1.942 2.000
299.000 0.998 -0.059 0.029 -0.017 5.117 -0.054 -0.710 2.000
190.000 0.982 -0.042 -0.183 -0.032 -1.889 0.026 -0.559 2.000
195.000 0.981 -0.048 -0.186 -0.038 -2.100 0.050 -0.570 2.000
196.000 0.980 -0.053 -0.191 -0.035 -2.144 0.038 -0.586 2.000
197.000 0.980 -0.049 -0.189 -0.028 -2.195 0.009 -0.574 2.000
198.000 0.978 -0.046 -0.200 -0.025 -2.232 -0.002 -0.622 2.000
200.000 0.977 -0.029 -0.209 -0.036 -2.309 0.048 -0.669 2.000
201.000 0.975 -0.032 -0.216 -0.037 -2.329 0.056 -0.704 2.000
204.000 0.971 -0.042 -0.231 -0.034 -2.456 0.035 -0.778 2.000
206.000 0.970 -0.033 -0.235 -0.053 -2.548 0.136 -0.804 2.000
207.000 0.969 -0.037 -0.239 -0.057 -2.578 0.159 -0.830 2.000
233.000 0.963 -0.033 -0.263 -0.044 -3.703 0.101 -1.004 2.000
209.000 0.969 -0.038 -0.240 -0.052 -2.658 0.132 -0.834 2.000
210.000 0.970 -0.035 -0.236 -0.048 -2.714 0.116 -0.810 2.000
212.000 0.971 -0.022 -0.232 -0.052 -2.818 0.147 -0.790 2.000
280.000 0.915 -0.053 -0.398 -0.046 -5.206 0.108 -2.483 2.000
213.000 0.969 -0.029 -0.240 -0.052 -2.855 0.143 -0.836 2.000
215.000 0.967 -0.044 -0.245 -0.051 -2.917 0.131 -0.872 2.000
216.000 0.963 -0.049 -0.260 -0.049 -2.942 0.117 -0.963 2.000
228.000 0.966 -0.027 -0.252 -0.045 -3.484 0.110 -0.919 2.000
217.000 0.964 -0.046 -0.258 -0.051 -2.996 0.127 -0.953 2.000
220.000 0.963 -0.042 -0.264 -0.041 -3.123 0.075 -0.994 2.000
221.000 0.963 -0.041 -0.264 -0.036 -3.153 0.044 -0.991 2.000
222.000 0.965 -0.035 -0.260 -0.032 -3.210 0.018 -0.965 2.000
282.000 0.920 -0.043 -0.385 -0.056 -5.362 0.236 -2.354 2.000
223.000 0.964 -0.026 -0.262 -0.036 -3.255 0.044 -0.983 2.000
276.000 0.926 -0.044 -0.370 -0.054 -5.177 0.204 -2.147 2.000
224.000 0.961 -0.024 -0.272 -0.044 -3.281 0.099 -1.057 2.000
225.000 0.961 -0.023 -0.272 -0.046 -3.331 0.114 -1.054 2.000
230.000 0.965 -0.030 -0.258 -0.049 -3.568 0.139 -0.960 2.000
231.000 0.966 -0.031 -0.254 -0.045 -3.624 0.115 -0.931 2.000
232.000 0.967 -0.037 -0.248 -0.042 -3.682 0.092 -0.889 2.000
234.000 0.961 -0.033 -0.269 -0.047 -3.731 0.126 -1.053 2.000
237.000 0.956 -0.051 -0.283 -0.051 -3.796 0.157 -1.171 2.000
238.000 0.959 -0.053 -0.273 -0.049 -3.850 0.150 -1.090 2.000
298.000 0.987 -0.043 0.154 -0.016 5.566 -0.098 -2.034 2.000
242.000 0.955 -0.024 -0.292 -0.041 -3.995 0.076 -1.257 2.000
244.000 0.961 -0.025 -0.275 -0.031 -4.114 -0.006 -1.122 2.000
257.000 0.953 -0.026 -0.303 -0.010 -4.569 -0.212 -1.398 2.000
245.000 0.963 -0.033 -0.267 -0.027 -4.179 -0.030 -1.053 2.000
246.000 0.956 -0.030 -0.291 -0.029 -4.169 -0.026 -1.264 2.000
248.000 0.948 -0.050 -0.310 -0.043 -4.201 0.089 -1.450 2.000
249.000 0.942 -0.050 -0.329 -0.045 -4.175 0.104 -1.621 2.000
250.000 0.941 -0.050 -0.330 -0.051 -4.199 0.159 -1.631 2.000
251.000 0.947 -0.053 -0.311 -0.056 -4.300 0.214 -1.473 2.000
254.000 0.958 -0.027 -0.284 -0.021 -4.516 -0.108 -1.223 2.000
255.000 0.956 -0.020 -0.293 -0.008 -4.533 -0.230 -1.310 2.000
256.000 0.956 -0.023 -0.293 -0.007 -4.570 -0.245 -1.299 2.000
259.000 0.943 -0.042 -0.330 -0.025 -4.579 -0.084 -1.666 2.000
260.000 0.937 -0.055 -0.346 -0.020 -4.568 -0.143 -1.810 2.000
261.000 0.942 -0.060 -0.330 -0.015 -4.672 -0.184 -1.653 2.000
263.000 0.936 -0.064 -0.344 -0.024 -4.703 -0.105 -1.803 2.000
267.000 0.935 -0.077 -0.343 -0.040 -4.884 0.059 -1.805 2.000
268.000 0.932 -0.079 -0.351 -0.040 -4.901 0.060 -1.894 2.000
270.000 0.932 -0.068 -0.353 -0.052 -4.979 0.186 -1.928 2.000
271.000 0.925 -0.070 -0.371 -0.053 -4.928 0.182 -2.127 2.000
272.000 0.919 -0.075 -0.383 -0.051 -4.921 0.149 -2.263 2.000
274.000 0.926 -0.066 -0.369 -0.049 -5.085 0.152 -2.119 2.000
275.000 0.925 -0.049 -0.372 -0.052 -5.120 0.182 -2.158 2.000
277.000 0.919 -0.049 -0.389 -0.052 -5.127 0.183 -2.359 2.000
278.000 0.913 -0.051 -0.401 -0.049 -5.097 0.130 -2.494 2.000
279.000 0.921 -0.056 -0.383 -0.043 -5.240 0.081 -2.295 2.000
281.000 0.916 -0.041 -0.395 -0.054 -5.269 0.203 -2.455 2.000
285.000 0.913 -0.055 -0.402 -0.043 -5.394 0.075 -2.556 2.000
287.000 0.910 -0.043 -0.408 -0.053 -5.448 0.191 -2.653 2.000
289.000 0.915 -0.046 -0.397 -0.050 -5.609 0.167 -2.529 2.000
290.000 0.929 -0.047 -0.365 -0.038 -5.821 0.040 -2.131 2.000
291.000 0.926 -0.047 -0.374 -0.034 -5.819 -0.021 -2.238 2.000
293.000 0.925 -0.039 -0.377 -0.032 -5.882 -0.045 -2.275 2.000
294.000 0.926 -0.046 -0.373 -0.040 -5.946 0.056 -2.232 2.000
295.000 0.997 -0.061 0.043 -0.023 4.891 -0.121 -0.861 2.000
296.000 0.998 -0.053 0.036 -0.028 4.976 -0.163 -0.783 2.000
297.000 0.997 -0.057 0.045 -0.013 5.050 -0.027 -0.871 2.000
301.000 0.997 -0.051 0.051 -0.029 4.909 -0.178 -0.933 2.000
