#IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID
512.000 1.000 -0.008 -0.020 0.002 -0.549 0.024 0.096 1.000
29.000 1.000 0.005 0.002 0.006 -5.728 -0.049 0.144 1.000
30.000 1.000 0.007 0.004 0.008 -5.720 -0.070 0.166 1.000
467.000 1.000 -0.010 -0.005 0.004 -1.090 0.028 0.131 1.000
492.000 1.000 -0.003 -0.015 0.006 -0.790 0.018 0.105 1.000
31.000 1.000 0.005 0.004 0.009 -5.712 -0.078 0.175 1.000
361.000 1.000 -0.011 -0.003 -0.013 -2.332 0.127 0.146 1.000
718.000 0.999 -0.013 -0.042 0.007 1.903 0.004 0.095 1.000
1094.000 0.996 0.012 -0.084 0.014 6.402 0.015 0.296 1.000
32.000 1.000 0.003 0.005 0.009 -5.705 -0.076 0.188 1.000
292.000 1.000 -0.006 -0.010 -0.007 -3.108 0.102 0.113 1.000
33.000 1.000 0.000 0.005 0.007 -5.698 -0.050 0.188 1.000
822.000 0.998 -0.004 -0.058 0.009 3.113 0.012 0.138 1.000
34.000 1.000 -0.001 0.007 0.005 -5.689 -0.035 0.204 1.000
35.000 1.000 0.002 0.007 0.004 -5.682 -0.017 0.209 1.000
87.000 0.999 -0.012 0.031 -0.016 -5.289 0.210 0.471 1.000
36.000 1.000 0.004 0.008 0.002 -5.674 0.007 0.215 1.000
677.000 0.999 -0.006 -0.045 0.006 1.410 0.004 0.110 1.000
37.000 1.000 0.002 0.009 0.002 -5.666 0.001 0.229 1.000
89.000 0.999 -0.010 0.033 -0.016 -5.272 0.205 0.494 1.000
38.000 1.000 0.003 0.011 0.003 -5.657 -0.011 0.247 1.000
39.000 1.000 0.003 0.012 0.005 -5.649 -0.026 0.260 1.000
40.000 1.000 0.003 0.012 0.005 -5.641 -0.031 0.259 1.000
41.000 1.000 0.001 0.012 0.004 -5.633 -0.023 0.262 1.000
217.000 1.000 -0.011 -0.000 -0.009 -3.929 0.123 0.195 1.000
42.000 1.000 0.002 0.013 0.004 -5.625 -0.016 0.274 1.000
860.000 0.998 -0.003 -0.059 0.018 3.571 0.071 0.144 1.000
43.000 1.000 0.002 0.014 0.002 -5.617 0.004 0.288 1.000
44.000 1.000 0.003 0.015 0.001 -5.608 0.017 0.303 1.000
45.000 1.000 0.004 0.017 -0.000 -5.599 0.028 0.323 1.000
58.000 1.000 0.004 0.020 -0.009 -5.496 0.124 0.349 1.000
377.000 1.000 -0.011 -0.005 -0.005 -2.156 0.084 0.136 1.000
46.000 1.000 0.007 0.018 -0.002 -5.591 0.044 0.332 1.000
48.000 1.000 0.007 0.018 -0.005 -5.577 0.085 0.329 1.000
823.000 0.998 -0.004 -0.058 0.007 3.125 0.002 0.141 1.000
49.000 1.000 0.005 0.017 -0.006 -5.570 0.092 0.325 1.000
840.000 0.998 -0.001 -0.056 0.011 3.332 0.020 0.124 1.000
922.000 0.997 0.003 -0.078 0.014 4.308 0.032 0.277 1.000
980.000 0.997 0.026 -0.078 0.008 4.994 -0.024 0.274 1.000
50.000 1.000 0.002 0.018 -0.005 -5.561 0.087 0.328 1.000
51.000 1.000 -0.001 0.018 -0.004 -5.553 0.072 0.333 1.000
52.000 1.000 -0.002 0.019 -0.004 -5.545 0.079 0.341 1.000
683.000 0.999 -0.009 -0.046 0.004 1.482 -0.004 0.112 1.000
53.000 1.000 -0.004 0.018 -0.005 -5.538 0.083 0.334 1.000
105.000 0.999 -0.010 0.034 -0.014 -5.128 0.182 0.502 1.000
54.000 1.000 -0.005 0.019 -0.005 -5.529 0.089 0.346 1.000
55.000 1.000 -0.001 0.020 -0.005 -5.521 0.088 0.351 1.000
56.000 1.000 0.001 0.020 -0.007 -5.512 0.110 0.354 1.000
695.000 0.999 -0.008 -0.046 0.006 1.626 0.000 0.113 1.000
57.000 1.000 0.003 0.020 -0.008 -5.504 0.119 0.351 1.000
59.000 1.000 0.002 0.020 -0.008 -5.489 0.115 0.352 1.000
919.000 0.997 0.000 -0.077 0.016 4.273 0.045 0.273 1.000
60.000 1.000 0.000 0.021 -0.007 -5.481 0.107 0.361 1.000
1025.000 0.995 0.016 -0.095 0.022 5.532 0.109 0.445 1.000
61.000 1.000 -0.002 0.021 -0.006 -5.473 0.100 0.360 1.000
62.000 1.000 -0.004 0.021 -0.007 -5.467 0.105 0.359 1.000
63.000 1.000 -0.006 0.020 -0.008 -5.461 0.122 0.354 1.000
64.000 1.000 -0.007 0.020 -0.010 -5.455 0.138 0.357 1.000
65.000 1.000 -0.010 0.021 -0.009 -5.450 0.135 0.360 1.000
1044.000 0.995 0.006 -0.097 0.018 5.766 0.059 0.459 1.000
66.000 1.000 -0.010 0.021 -0.009 -5.443 0.131 0.366 1.000
396.000 1.000 -0.018 -0.006 0.008 -1.939 0.029 0.129 1.000
67.000 1.000 -0.010 0.023 -0.007 -5.436 0.116 0.381 1.000
696.000 0.999 -0.007 -0.047 0.004 1.638 -0.004 0.114 1.000
858.000 0.998 -0.002 -0.059 0.017 3.547 0.064 0.140 1.000
68.000 1.000 -0.009 0.023 -0.007 -5.429 0.111 0.388 1.000
120.000 0.999 -0.006 0.032 -0.010 -4.978 0.140 0.484 1.000
69.000 1.000 -0.008 0.024 -0.008 -5.422 0.120 0.395 1.000
70.000 1.000 -0.008 0.024 -0.009 -5.416 0.128 0.394 1.000
71.000 1.000 -0.008 0.024 -0.008 -5.410 0.125 0.392 1.000
72.000 1.000 -0.010 0.025 -0.007 -5.402 0.117 0.403 1.000
641.000 0.999 -0.006 -0.035 0.009 0.981 0.013 0.093 1.000
73.000 1.000 -0.010 0.026 -0.008 -5.395 0.119 0.415 1.000
74.000 1.000 -0.010 0.026 -0.009 -5.387 0.129 0.422 1.000
75.000 1.000 -0.009 0.026 -0.010 -5.380 0.140 0.423 1.000
259.000 1.000 -0.012 -0.007 -0.011 -3.472 0.139 0.140 1.000
76.000 1.000 -0.009 0.027 -0.011 -5.373 0.151 0.429 1.000
77.000 1.000 -0.009 0.027 -0.012 -5.365 0.164 0.431 1.000
78.000 1.000 -0.008 0.028 -0.012 -5.358 0.166 0.436 1.000
180.000 1.000 -0.017 0.020 -0.007 -4.327 0.109 0.370 1.000
413.000 1.000 -0.017 -0.002 0.015 -1.734 -0.001 0.145 1.000
495.000 1.000 -0.009 -0.016 -0.001 -0.754 0.031 0.104 1.000
79.000 1.000 -0.007 0.028 -0.012 -5.351 0.163 0.442 1.000
181.000 1.000 -0.014 0.019 -0.008 -4.318 0.116 0.354 1.000
80.000 1.000 -0.006 0.029 -0.012 -5.343 0.164 0.446 1.000
81.000 0.999 -0.008 0.029 -0.012 -5.336 0.169 0.449 1.000
82.000 0.999 -0.009 0.029 -0.013 -5.329 0.176 0.451 1.000
694.000 0.999 -0.008 -0.047 0.005 1.614 -0.001 0.114 1.000
931.000 0.997 0.008 -0.074 0.014 4.419 0.032 0.240 1.000
1069.000 0.996 0.018 -0.089 0.015 6.084 0.033 0.372 1.000
83.000 0.999 -0.010 0.030 -0.013 -5.321 0.173 0.457 1.000
135.000 0.999 -0.002 0.033 -0.008 -4.812 0.117 0.495 1.000
84.000 0.999 -0.012 0.030 -0.013 -5.313 0.181 0.462 1.000
85.000 0.999 -0.013 0.031 -0.014 -5.305 0.190 0.472 1.000
818.000 0.998 -0.001 -0.058 0.010 3.065 0.021 0.137 1.000
86.000 0.999 -0.012 0.031 -0.015 -5.297 0.200 0.470 1.000
88.000 0.999 -0.011 0.032 -0.016 -5.281 0.212 0.478 1.000
208.000 1.000 -0.008 0.006 -0.007 -4.026 0.109 0.244 1.000
90.000 0.999 -0.008 0.033 -0.015 -5.264 0.200 0.494 1.000
306.000 1.000 -0.005 -0.009 -0.001 -2.948 0.063 0.117 1.000
91.000 0.999 -0.008 0.034 -0.015 -5.255 0.198 0.504 1.000
92.000 0.999 -0.008 0.035 -0.014 -5.246 0.187 0.512 1.000
93.000 0.999 -0.008 0.035 -0.013 -5.237 0.179 0.512 1.000
119.000 0.999 -0.004 0.033 -0.010 -4.988 0.138 0.492 1.000
94.000 0.999 -0.009 0.035 -0.013 -5.228 0.175 0.517 1.000
462.000 1.000 -0.016 0.001 0.007 -1.148 0.021 0.146 1.000
95.000 0.999 -0.009 0.035 -0.013 -5.219 0.176 0.519 1.000
96.000 0.999 -0.008 0.035 -0.013 -5.211 0.179 0.515 1.000
97.000 0.999 -0.007 0.035 -0.013 -5.202 0.174 0.515 1.000
98.000 0.999 -0.007 0.035 -0.012 -5.192 0.165 0.516 1.000
99.000 0.999 -0.009 0.035 -0.012 -5.183 0.170 0.518 1.000
309.000 1.000 -0.003 -0.010 -0.005 -2.915 0.085 0.109 1.000
429.000 1.000 -0.019 -0.001 0.013 -1.543 0.008 0.143 1.000
708.000 0.999 -0.007 -0.044 0.006 1.783 -0.000 0.102 1.000
100.000 0.999 -0.009 0.035 -0.012 -5.175 0.166 0.511 1.000
152.000 1.000 0.003 0.029 -0.011 -4.628 0.138 0.453 1.000
101.000 0.999 -0.008 0.035 -0.011 -5.166 0.157 0.509 1.000
762.000 0.998 -0.004 -0.062 0.000 2.409 -0.028 0.173 1.000
102.000 0.999 -0.006 0.035 -0.010 -5.156 0.141 0.515 1.000
103.000 0.999 -0.007 0.035 -0.010 -5.147 0.140 0.513 1.000
970.000 0.997 0.025 -0.071 0.005 4.879 -0.053 0.204 1.000
104.000 0.999 -0.009 0.035 -0.012 -5.138 0.160 0.511 1.000
160.000 1.000 -0.010 0.025 -0.009 -4.546 0.126 0.411 1.000
106.000 0.999 -0.010 0.034 -0.015 -5.118 0.198 0.505 1.000
290.000 1.000 -0.008 -0.011 -0.008 -3.131 0.112 0.109 1.000
107.000 0.999 -0.009 0.034 -0.014 -5.108 0.189 0.508 1.000
981.000 0.997 0.028 -0.078 0.007 5.006 -0.032 0.270 1.000
108.000 0.999 -0.008 0.034 -0.014 -5.099 0.184 0.503 1.000
109.000 0.999 -0.006 0.035 -0.014 -5.089 0.183 0.508 1.000
110.000 0.999 -0.003 0.034 -0.013 -5.080 0.175 0.502 1.000
111.000 0.999 -0.004 0.034 -0.014 -5.068 0.184 0.508 1.000
851.000 0.998 -0.003 -0.058 0.014 3.463 0.039 0.134 1.000
112.000 0.999 -0.004 0.034 -0.015 -5.058 0.187 0.502 1.000
439.000 1.000 -0.016 0.001 0.010 -1.423 0.016 0.150 1.000
113.000 0.999 -0.002 0.035 -0.013 -5.048 0.164 0.511 1.000
114.000 0.999 0.004 0.035 -0.012 -5.038 0.155 0.511 1.000
115.000 0.999 0.008 0.035 -0.012 -5.027 0.155 0.511 1.000
116.000 0.999 0.006 0.034 -0.013 -5.018 0.161 0.502 1.000
705.000 0.999 -0.010 -0.045 0.006 1.747 -0.000 0.107 1.000
6.000 1.000 0.005 -0.012 -0.023 -5.846 0.298 -0.013 1.000
117.000 0.999 0.004 0.034 -0.011 -5.008 0.146 0.500 1.000
118.000 0.999 0.000 0.035 -0.008 -4.996 0.117 0.513 1.000
497.000 1.000 -0.006 -0.018 0.000 -0.730 0.028 0.100 1.000
121.000 0.999 -0.006 0.033 -0.010 -4.966 0.142 0.490 1.000
241.000 1.000 -0.013 -0.003 -0.012 -3.668 0.146 0.166 1.000
988.000 0.996 0.029 -0.080 0.008 5.089 -0.019 0.294 1.000
122.000 0.999 -0.005 0.034 -0.009 -4.955 0.132 0.498 1.000
242.000 1.000 -0.014 -0.003 -0.011 -3.657 0.140 0.166 1.000
123.000 0.999 -0.005 0.033 -0.011 -4.944 0.145 0.492 1.000
704.000 0.999 -0.014 -0.046 0.004 1.735 -0.004 0.110 1.000
124.000 0.999 -0.005 0.034 -0.010 -4.932 0.143 0.504 1.000
125.000 0.999 -0.002 0.034 -0.011 -4.921 0.145 0.502 1.000
126.000 0.999 0.004 0.034 -0.011 -4.910 0.143 0.507 1.000
127.000 0.999 0.008 0.034 -0.011 -4.900 0.144 0.502 1.000
128.000 0.999 0.006 0.034 -0.011 -4.888 0.141 0.505 1.000
129.000 0.999 0.007 0.035 -0.011 -4.877 0.139 0.512 1.000
808.000 0.998 -0.000 -0.059 0.011 2.944 0.023 0.148 1.000
130.000 0.999 0.005 0.036 -0.011 -4.865 0.139 0.519 1.000
131.000 0.999 0.004 0.035 -0.008 -4.855 0.114 0.513 1.000
132.000 0.999 -0.001 0.035 -0.009 -4.844 0.121 0.508 1.000
133.000 0.999 -0.003 0.035 -0.008 -4.833 0.117 0.512 1.000
978.000 0.997 0.029 -0.076 0.007 4.971 -0.030 0.258 1.000
134.000 0.999 -0.001 0.034 -0.008 -4.823 0.119 0.500 1.000
136.000 0.999 -0.000 0.033 -0.008 -4.801 0.114 0.495 1.000
137.000 0.999 0.004 0.035 -0.006 -4.788 0.092 0.511 1.000
138.000 0.999 0.010 0.036 -0.003 -4.777 0.061 0.517 1.000
139.000 0.999 0.014 0.036 -0.001 -4.765 0.034 0.522 1.000
140.000 0.999 0.011 0.036 -0.002 -4.754 0.043 0.518 1.000
368.000 1.000 -0.007 -0.005 -0.011 -2.256 0.112 0.140 1.000
141.000 0.999 0.003 0.035 -0.004 -4.745 0.075 0.509 1.000
167.000 1.000 -0.011 0.024 -0.011 -4.469 0.143 0.402 1.000
142.000 0.999 -0.002 0.033 -0.008 -4.736 0.113 0.491 1.000
270.000 1.000 -0.003 -0.009 -0.009 -3.351 0.115 0.122 1.000
684.000 0.999 -0.008 -0.046 0.003 1.493 -0.006 0.112 1.000
143.000 0.999 -0.003 0.031 -0.010 -4.727 0.131 0.473 1.000
144.000 0.999 -0.007 0.030 -0.009 -4.717 0.128 0.463 1.000
145.000 0.999 -0.010 0.031 -0.009 -4.705 0.128 0.468 1.000
146.000 0.999 -0.006 0.031 -0.008 -4.694 0.113 0.468 1.000
197.000 1.000 -0.012 0.009 -0.012 -4.146 0.149 0.267 1.000
198.000 1.000 -0.013 0.008 -0.011 -4.136 0.145 0.259 1.000
249.000 1.000 -0.007 -0.006 -0.011 -3.581 0.132 0.149 1.000
688.000 0.999 -0.009 -0.045 0.006 1.542 0.002 0.109 1.000
148.000 1.000 -0.004 0.030 -0.008 -4.672 0.120 0.461 1.000
200.000 1.000 -0.017 0.007 -0.011 -4.114 0.139 0.253 1.000
149.000 1.000 -0.003 0.030 -0.009 -4.661 0.128 0.460 1.000
150.000 0.999 0.000 0.030 -0.010 -4.649 0.135 0.460 1.000
151.000 0.999 0.004 0.030 -0.013 -4.638 0.159 0.458 1.000
153.000 1.000 -0.001 0.028 -0.008 -4.619 0.109 0.444 1.000
154.000 1.000 -0.005 0.029 -0.007 -4.609 0.102 0.447 1.000
155.000 1.000 -0.007 0.028 -0.006 -4.599 0.099 0.440 1.000
156.000 1.000 -0.011 0.027 -0.008 -4.589 0.124 0.426 1.000
157.000 1.000 -0.014 0.027 -0.009 -4.577 0.130 0.427 1.000
209.000 1.000 -0.008 0.005 -0.008 -4.015 0.112 0.241 1.000
158.000 1.000 -0.013 0.026 -0.010 -4.566 0.136 0.423 1.000
350.000 1.000 -0.018 0.000 -0.008 -2.452 0.105 0.165 1.000
159.000 1.000 -0.013 0.026 -0.009 -4.556 0.129 0.419 1.000
741.000 0.999 -0.004 -0.046 -0.004 2.170 -0.043 0.108 1.000
161.000 1.000 -0.012 0.024 -0.010 -4.535 0.139 0.407 1.000
162.000 1.000 -0.013 0.025 -0.010 -4.523 0.139 0.407 1.000
410.000 1.000 -0.021 -0.003 0.015 -1.770 0.004 0.140 1.000
163.000 1.000 -0.013 0.025 -0.009 -4.512 0.133 0.410 1.000
232.000 1.000 -0.015 -0.001 -0.010 -3.766 0.128 0.184 1.000
164.000 1.000 -0.012 0.026 -0.009 -4.501 0.131 0.418 1.000
165.000 1.000 -0.009 0.024 -0.011 -4.491 0.147 0.405 1.000
607.000 1.000 -0.004 -0.025 0.004 0.577 0.010 0.084 1.000
166.000 1.000 -0.007 0.023 -0.011 -4.481 0.147 0.394 1.000
454.000 1.000 -0.009 0.001 0.005 -1.245 0.027 0.150 1.000
168.000 1.000 -0.013 0.025 -0.009 -4.458 0.130 0.408 1.000
768.000 0.998 0.001 -0.066 -0.001 2.475 -0.037 0.189 1.000
1033.000 0.995 0.010 -0.095 0.019 5.633 0.074 0.438 1.000
169.000 1.000 -0.015 0.023 -0.010 -4.447 0.135 0.397 1.000
225.000 1.000 -0.018 -0.002 -0.014 -3.842 0.165 0.177 1.000
170.000 1.000 -0.016 0.023 -0.011 -4.437 0.150 0.392 1.000
171.000 1.000 -0.017 0.024 -0.011 -4.425 0.148 0.399 1.000
172.000 1.000 -0.014 0.023 -0.010 -4.415 0.137 0.393 1.000
1066.000 0.996 0.024 -0.088 0.013 6.048 0.012 0.354 1.000
173.000 1.000 -0.013 0.023 -0.010 -4.404 0.137 0.393 1.000
174.000 1.000 -0.014 0.022 -0.009 -4.393 0.132 0.384 1.000
366.000 1.000 -0.007 -0.003 -0.010 -2.278 0.107 0.147 1.000
175.000 1.000 -0.012 0.021 -0.010 -4.383 0.135 0.374 1.000
925.000 0.997 0.006 -0.079 0.010 4.343 -0.005 0.288 1.000
176.000 1.000 -0.013 0.020 -0.010 -4.373 0.140 0.368 1.000
177.000 1.000 -0.012 0.020 -0.010 -4.362 0.137 0.365 1.000
178.000 1.000 -0.011 0.020 -0.009 -4.351 0.125 0.363 1.000
179.000 1.000 -0.014 0.020 -0.008 -4.339 0.118 0.369 1.000
548.000 1.000 -0.005 -0.024 -0.000 -0.120 0.020 0.089 1.000
182.000 1.000 -0.013 0.018 -0.006 -4.307 0.102 0.350 1.000
183.000 1.000 -0.008 0.020 -0.002 -4.295 0.060 0.363 1.000
917.000 0.997 -0.001 -0.077 0.015 4.249 0.039 0.272 1.000
184.000 1.000 -0.011 0.017 -0.007 -4.285 0.106 0.344 1.000
211.000 1.000 -0.011 0.004 -0.009 -3.994 0.127 0.231 1.000
185.000 1.000 -0.017 0.017 -0.009 -4.275 0.132 0.337 1.000
186.000 1.000 -0.020 0.018 -0.009 -4.263 0.129 0.345 1.000
187.000 1.000 -0.019 0.017 -0.008 -4.253 0.118 0.339 1.000
188.000 1.000 -0.017 0.016 -0.009 -4.242 0.124 0.329 1.000
189.000 1.000 -0.018 0.014 -0.013 -4.232 0.161 0.316 1.000
190.000 1.000 -0.013 0.013 -0.013 -4.221 0.158 0.309 1.000
191.000 1.000 -0.014 0.012 -0.012 -4.210 0.151 0.298 1.000
192.000 1.000 -0.017 0.013 -0.011 -4.198 0.147 0.306 1.000
1057.000 0.996 0.015 -0.092 0.014 5.932 0.015 0.404 1.000
193.000 1.000 -0.012 0.013 -0.012 -4.188 0.149 0.302 1.000
996.000 0.996 0.028 -0.086 0.012 5.182 0.019 0.356 1.000
195.000 1.000 0.001 0.010 -0.017 -4.166 0.182 0.282 1.000
196.000 1.000 -0.007 0.009 -0.014 -4.157 0.160 0.275 1.000
489.000 1.000 -0.017 -0.016 0.008 -0.826 0.018 0.105 1.000
199.000 1.000 -0.014 0.007 -0.012 -4.125 0.148 0.255 1.000
528.000 1.000 -0.006 -0.011 0.013 -0.352 0.012 0.104 1.000
201.000 1.000 -0.020 0.009 -0.010 -4.102 0.133 0.267 1.000
202.000 1.000 -0.014 0.007 -0.010 -4.091 0.130 0.257 1.000
203.000 1.000 -0.011 0.005 -0.011 -4.081 0.137 0.241 1.000
1056.000 0.996 0.016 -0.092 0.015 5.920 0.032 0.402 1.000
204.000 1.000 -0.010 0.004 -0.012 -4.070 0.146 0.231 1.000
205.000 1.000 -0.010 0.005 -0.012 -4.059 0.149 0.237 1.000
206.000 1.000 -0.007 0.006 -0.011 -4.048 0.140 0.244 1.000
684.000 0.999 -0.008 -0.046 0.003 1.493 -0.006 0.111 1.000
207.000 1.000 -0.006 0.006 -0.009 -4.037 0.121 0.247 1.000
781.000 0.998 0.000 -0.070 0.001 2.625 -0.026 0.205 1.000
210.000 1.000 -0.010 0.006 -0.008 -4.004 0.112 0.243 1.000
678.000 0.999 -0.010 -0.045 0.006 1.422 0.003 0.111 1.000
212.000 1.000 -0.014 0.003 -0.010 -3.983 0.130 0.220 1.000
213.000 1.000 -0.016 0.002 -0.009 -3.972 0.122 0.213 1.000
1058.000 0.996 0.015 -0.091 0.014 5.945 0.021 0.396 1.000
214.000 1.000 -0.013 0.001 -0.008 -3.961 0.119 0.208 1.000
342.000 1.000 -0.010 0.000 -0.011 -2.541 0.121 0.165 1.000
215.000 1.000 -0.011 0.001 -0.009 -3.951 0.121 0.201 1.000
216.000 1.000 -0.011 -0.000 -0.010 -3.940 0.127 0.195 1.000
218.000 1.000 -0.011 0.000 -0.009 -3.918 0.125 0.199 1.000
219.000 1.000 -0.010 -0.000 -0.011 -3.907 0.134 0.195 1.000
220.000 1.000 -0.007 -0.001 -0.013 -3.896 0.152 0.190 1.000
344.000 1.000 -0.013 -0.001 -0.012 -2.518 0.123 0.158 1.000
520.000 1.000 -0.010 -0.020 0.004 -0.453 0.021 0.097 1.000
221.000 1.000 -0.006 -0.002 -0.015 -3.885 0.168 0.177 1.000
874.000 0.998 0.005 -0.058 0.020 3.743 0.082 0.135 1.000
222.000 1.000 -0.009 -0.004 -0.016 -3.875 0.175 0.165 1.000
334.000 1.000 -0.009 0.004 -0.007 -2.627 0.094 0.185 1.000
223.000 1.000 -0.014 -0.003 -0.016 -3.864 0.176 0.167 1.000
224.000 1.000 -0.017 -0.003 -0.015 -3.853 0.172 0.169 1.000
226.000 1.000 -0.016 -0.001 -0.016 -3.831 0.177 0.182 1.000
227.000 1.000 -0.012 -0.002 -0.016 -3.820 0.180 0.176 1.000
228.000 1.000 -0.011 -0.002 -0.016 -3.810 0.173 0.174 1.000
288.000 1.000 -0.005 -0.011 -0.008 -3.153 0.108 0.107 1.000
229.000 1.000 -0.010 -0.003 -0.016 -3.799 0.178 0.168 1.000
230.000 1.000 -0.006 -0.004 -0.015 -3.788 0.169 0.164 1.000
619.000 1.000 -0.005 -0.022 0.009 0.719 0.015 0.078 1.000
231.000 1.000 -0.010 -0.003 -0.012 -3.777 0.146 0.172 1.000
233.000 1.000 -0.010 -0.001 -0.012 -3.755 0.143 0.184 1.000
234.000 1.000 -0.003 -0.002 -0.013 -3.744 0.150 0.181 1.000
235.000 1.000 -0.006 -0.003 -0.013 -3.734 0.150 0.172 1.000
236.000 1.000 -0.008 -0.003 -0.013 -3.723 0.154 0.167 1.000
237.000 1.000 -0.012 -0.005 -0.013 -3.713 0.152 0.158 1.000
238.000 1.000 -0.012 -0.004 -0.012 -3.702 0.142 0.164 1.000
624.000 1.000 -0.006 -0.028 0.006 0.778 0.010 0.084 1.000
661.000 0.999 -0.007 -0.043 0.012 1.219 0.018 0.105 1.000
239.000 1.000 -0.009 -0.004 -0.012 -3.690 0.143 0.165 1.000
240.000 1.000 -0.010 -0.004 -0.013 -3.680 0.147 0.160 1.000
644.000 0.999 -0.007 -0.038 0.007 1.015 0.008 0.097 1.000
691.000 0.999 -0.011 -0.046 0.006 1.578 0.002 0.113 1.000
243.000 1.000 -0.015 -0.005 -0.014 -3.646 0.158 0.153 1.000
809.000 0.998 -0.005 -0.059 0.012 2.956 0.029 0.147 1.000
244.000 1.000 -0.022 -0.007 -0.015 -3.636 0.169 0.137 1.000
304.000 1.000 -0.009 -0.011 -0.001 -2.972 0.067 0.105 1.000
245.000 1.000 -0.018 -0.005 -0.013 -3.625 0.151 0.156 1.000
298.000 1.000 0.003 -0.010 -0.005 -3.040 0.089 0.110 1.000
246.000 1.000 -0.011 -0.005 -0.014 -3.614 0.156 0.158 1.000
438.000 1.000 -0.017 0.000 0.008 -1.436 0.022 0.148 1.000
247.000 1.000 -0.010 -0.006 -0.014 -3.603 0.158 0.149 1.000
248.000 1.000 -0.010 -0.005 -0.012 -3.592 0.142 0.153 1.000
324.000 1.000 -0.014 -0.003 -0.002 -2.742 0.070 0.151 1.000
444.000 1.000 -0.008 0.001 0.011 -1.363 0.011 0.149 1.000
250.000 1.000 -0.008 -0.006 -0.013 -3.570 0.149 0.147 1.000
455.000 1.000 -0.008 0.002 0.005 -1.232 0.026 0.151 1.000
251.000 1.000 -0.008 -0.005 -0.012 -3.559 0.143 0.152 1.000
865.000 0.998 -0.000 -0.059 0.017 3.632 0.058 0.139 1.000
252.000 1.000 -0.011 -0.005 -0.010 -3.548 0.129 0.152 1.000
320.000 1.000 -0.013 -0.004 0.000 -2.788 0.057 0.143 1.000
253.000 1.000 -0.014 -0.007 -0.012 -3.537 0.141 0.140 1.000
1098.000 0.997 0.023 -0.068 0.011 6.457 -0.021 0.100 1.000
254.000 1.000 -0.016 -0.007 -0.013 -3.526 0.150 0.138 1.000
382.000 1.000 -0.007 -0.005 -0.004 -2.100 0.081 0.133 1.000
647.000 0.999 -0.010 -0.039 0.006 1.050 0.008 0.099 1.000
255.000 1.000 -0.015 -0.006 -0.013 -3.515 0.149 0.143 1.000
256.000 1.000 -0.013 -0.006 -0.012 -3.504 0.145 0.145 1.000
436.000 1.000 -0.015 0.001 0.010 -1.460 0.016 0.151 1.000
257.000 1.000 -0.011 -0.006 -0.011 -3.493 0.135 0.147 1.000
