
frame0085.png frame0078.png
29 44
33 45
39 46

frame0019.png frame0016.png
0 14
1 15
2 16
3 17
4 18
5 19
6 20
7 21
8 22
9 23
10 24
11 25
12 26
13 27
14 28
15 29
16 30
17 31
18 32
19 33
20 34
21 35
23 36
25 37
27 38
28 39
29 40
30 41
31 42
32 43
34 44
35 45
36 46
37 47
38 48
40 49
41 50
42 51
43 52
44 53
46 54
47 55
48 56
50 57
52 58
53 59
54 60
55 61
56 62
57 63
58 64
59 65
60 66
61 67
62 68
63 69
64 70
65 71
66 72
67 73
68 74
70 75
71 76

frame0131.png frame0129.png
0 16
1 17
2 18
3 19
4 20
5 21
6 22
7 23
8 24
10 25
11 26
12 27
13 28
14 29
15 30
16 31
17 32
18 33
20 34
21 35
22 36
23 37
24 38
27 39
30 40
31 41
32 42
33 43
34 44
36 45
38 46
39 47
40 48
41 49
42 50
44 51
46 52
47 53
48 54
49 55
51 56
52 57
53 58
57 59
58 60
60 61
62 62
64 63
65 64
68 65
69 66
72 67
73 68
74 69
75 70
76 71

frame0098.png frame0084.png
6 59

frame0133.png frame0120.png
0 51
3 52
8 53
13 54
14 55
23 56

frame0134.png frame0126.png
0 45
1 46
2 47
3 48
5 49
6 50
7 51
9 52
15 53
16 54
19 55
21 56
24 57
26 58
27 59
28 60
30 61
35 62
36 63
40 64
41 65
55 66

frame0137.png frame0125.png
1 62
2 63
4 64
10 65
12 66
16 67

frame0156.png frame0143.png
0 90
1 91
3 92
10 93
11 94
12 95

frame0047.png frame0029.png
3 51
11 52
12 53
13 54
15 55
18 56
20 57
21 58

frame0086.png frame0072.png
0 65
3 66

frame0108.png frame0093.png
5 71

frame0109.png frame0105.png
0 25
2 26
3 27
4 28
5 29
6 30
7 31
9 32
10 33
11 34
12 35
13 36
14 37
15 38
16 39
17 40
18 41
19 42
20 43
21 44
22 45
23 46
24 47
26 48
27 49
28 50
30 51
31 52
32 53
33 54
34 55
35 56
36 57
37 58
38 59
39 60
40 61
41 62
42 63
43 64
44 65
45 66
46 67

frame0055.png frame0045.png
0 50
1 51
2 52
3 53
5 54
6 55
10 56
12 57
15 58
16 59
18 60
19 61
23 62
24 63
25 64
33 65
41 66

frame0113.png frame0110.png
0 17
1 18
2 19
3 20
4 21
5 22
6 23
7 24
8 25
9 26
10 27
11 28
12 29
14 30
15 31
16 32
17 33
20 34
21 35
22 36
23 37
24 38
25 39
26 40
27 41
28 42
29 43
30 44
34 45
36 46
37 47
38 48
39 49
40 50
42 51

frame0077.png frame0064.png
18 60
37 61
40 62
41 63

frame0042.png frame0034.png
0 31
2 32
4 33
6 34
7 35
8 36
9 37
10 38
12 39
14 40
15 41
16 42
19 43
21 44
22 45
23 46
25 47
26 48
28 49
29 50
30 51
31 52
32 53
34 54
36 55
38 56
39 57
42 58
44 59

frame0045.png frame0023.png
6 56

frame0067.png frame0054.png
0 70
1 71
2 72
3 73
4 74
8 75
14 76
25 77
27 78

frame0092.png frame0086.png
0 43
3 44
6 45
9 46
12 47
13 48
14 49
19 50
20 51
21 52
22 53
25 54
26 55
27 56
28 57
29 58
33 59
34 60
35 61
39 62
40 63
42 64
58 65

frame0184.png frame0175.png
0 66
1 67
2 68
9 69
11 70

frame0106.png frame0094.png
0 63
2 64
12 65
18 66
33 67
37 68

frame0141.png frame0130.png
5 61
6 62
15 63
22 64
23 65
24 66
25 67
36 68
38 69
48 70
49 71
50 72
51 73
52 74

frame0172.png frame0163.png
0 58
2 59
4 60
5 61
8 62
9 63
10 64
18 65

frame0071.png frame0066.png
0 30
3 31
4 32
5 33
6 34
7 35
8 36
9 37
12 38
14 39
15 40
19 41
20 42
21 43
22 44
23 45
24 46
25 47
26 48
27 49
29 50
35 51
41 52
42 53
43 54
46 55
48 56
49 57
50 58
52 59

frame0110.png frame0107.png
0 22
1 23
2 24
3 25
4 26
5 27
6 28
7 29
8 30
9 31
10 32
11 33
12 34
13 35
14 36
15 37
16 38
17 39
18 40
19 41
21 42
22 43
23 44
26 45
27 46
28 47
29 48
30 49
31 50
32 51
33 52
34 53
35 54
36 55
38 56
39 57
40 58
41 59
42 60
43 61

frame0129.png frame0117.png
1 36
10 37
18 38
20 39
23 40
25 41

frame0130.png frame0125.png
0 33
1 34
2 35
5 36
6 37
7 38
8 39
9 40
10 41
11 42
13 43
14 44
16 45
17 46
18 47
20 48
21 49
22 50
23 51
24 52
26 53
27 54
28 55
30 56
34 57
35 58
38 59
41 60
43 61
44 62
45 63
46 64
49 65
50 66
53 67

frame0039.png frame0021.png
1 56
2 57
3 58
7 59
8 60
11 61
12 62
15 63
19 64
24 65
29 66

frame0080.png frame0074.png
1 43
3 44
5 45
7 46
9 47
10 48
11 49
12 50
13 51
14 52
15 53
18 54
19 55
20 56
23 57
24 58
26 59
27 60
29 61
30 62
31 63
35 64
36 65
37 66
39 67
40 68
44 69
47 70
48 71
49 72
51 73
53 74

frame0171.png frame0165.png
0 48
1 49
2 50
9 51
10 52
11 53
13 54
14 55
17 56
18 57
19 58
21 59
26 60
27 61
32 62
34 63
35 64
50 65
51 66
53 67
54 68

frame0083.png frame0071.png
0 52
3 53

frame0094.png frame0081.png
1 64
3 65
4 66
12 67

frame0051.png frame0046.png
0 34
1 35
2 36
3 37
5 38
6 39
10 40
17 41
20 42
21 43
22 44
23 45
25 46
26 47
29 48
30 49
32 50
34 51
35 52
37 53
38 54
39 55
40 56
41 57
42 58
45 59
47 60
51 61
52 62
61 63

frame0138.png frame0124.png
5 64

frame0047.png frame0026.png
3 51
12 52
13 53
15 54
18 55
21 56

frame0109.png frame0098.png
2 66
5 67
11 68
12 69
13 70
14 71
15 72
16 73
17 74
18 75
19 76
21 77
22 78
26 79
27 80
28 81
31 82
32 83
36 84
38 85
39 86
41 87

frame0055.png frame0042.png
0 50
1 51
2 52
5 53
10 54
15 55
18 56
19 57
23 58
24 59

frame0113.png frame0103.png
0 60
1 61
4 62
5 63
6 64
9 65
10 66
11 67
12 68
14 69
16 70
17 71
20 72
21 73
22 74
24 75
25 76
26 77
27 78
28 79
29 80

frame0059.png frame0047.png
0 60
6 61
8 62
15 63
16 64
18 65
35 66
38 67
39 68
60 69

frame0155.png frame0141.png
2 81
6 82
9 83
16 84
18 85

frame0067.png frame0063.png
0 33
1 34
2 35
3 36
4 37
6 38
8 39
9 40
10 41
11 42
13 43
14 44
15 45
16 46
17 47
18 48
20 49
23 50
24 51
25 52
26 53
27 54
30 55
31 56
33 57
34 58
35 59
38 60
39 61
40 62
41 63
42 64
45 65
47 66
53 67
56 68
57 69
58 70

frame0032.png frame0011.png
0 62
3 63
5 64
6 65
10 66
11 67
14 68
19 69
20 70
28 71
29 72

frame0180.png frame0179.png
0 17
1 18
2 19
3 20
4 21
5 22
6 23
7 24
8 25
9 26
10 27
11 28
12 29
13 30
14 31
15 32
16 33
17 34
18 35
19 36
20 37
21 38
22 39
23 40
24 41
25 42
26 43
27 44
28 45
29 46
30 47
31 48
32 49
33 50
35 51
36 52
37 53
38 54
39 55
40 56
43 57
44 58
45 59
46 60
47 61
48 62
49 63
50 64
51 65
52 66

frame0182.png frame0171.png
0 58
1 59
2 60
3 61
4 62
5 63
8 64
11 65
12 66
13 67
14 68
15 69
16 70
22 71
23 72
24 73

frame0184.png frame0182.png
0 23
1 24
2 25
3 26
4 27
5 28
7 29
9 30
10 31
11 32
12 33
13 34
14 35
15 36
16 37
17 38
18 39

frame0169.png frame0166.png
0 28
1 29
3 30
5 31
6 32
7 33
8 34
9 35
10 36
11 37
12 38
14 39
15 40
16 41
17 42
18 43
19 44
22 45
23 46
24 47
25 48
26 49
27 50
28 51
30 52
31 53
32 54
33 55
34 56
36 57
37 58
38 59
39 60
40 61
41 62
42 63
44 64
45 65
46 66
47 67
51 68
52 69
54 70
55 71
57 72
58 73

frame0050.png frame0044.png
2 42
5 43
6 44
7 45
8 46
11 47
15 48
21 49
24 50
25 51
26 52
27 53
29 54
30 55
33 56
36 57
37 58
38 59
39 60
41 61
42 62
43 63
47 64

frame0071.png frame0059.png
3 68
5 69

frame0146.png frame0142.png
0 31
1 32
2 33
3 34
4 35
5 36
6 37
7 38
8 39
9 40
10 41
11 42
12 43
13 44
14 45
15 46
16 47
17 48
18 49
19 50
20 51
21 52
23 53
24 54
25 55
26 56
27 57
28 58
29 59
30 60
33 61
34 62
37 63
38 64
39 65
40 66
44 67
46 68
47 69
48 70
49 71
50 72
51 73
52 74
53 75
54 76
55 77
56 78
60 79
64 80
67 81
68 82
69 83
70 84
74 85
76 86
77 87
78 88
79 89
80 90
82 91
83 92
84 93
86 94
87 95
88 96

frame0130.png frame0116.png
0 38
8 39
10 40
13 41
16 42

frame0039.png frame0018.png
1 63
7 64
8 65
11 66
15 67
19 68

frame0115.png frame0101.png
1 76
2 77
3 78
5 79
9 80
10 81
11 82

frame0080.png frame0065.png
1 54
7 55
20 56
23 57
24 58

frame0083.png frame0076.png
0 47
1 48
2 49
3 50
4 51
8 52
9 53
10 54
12 55
13 56
14 57
15 58
17 59
20 60
21 61
23 62
24 63
25 64
26 65
27 66
28 67
29 68
31 69
32 70
33 71
35 72
36 73
39 74

frame0048.png frame0026.png
0 53
2 54
5 55
8 56

frame0029.png frame0024.png
0 17
1 18
3 19
4 20
5 21
6 22
7 23
9 24
10 25
11 26
12 27
15 28
16 29
17 30
18 31
19 32
22 33
23 34
24 35
25 36
28 37
29 38
30 39
33 40
34 41
36 42
37 43
38 44
39 45
40 46
41 47
42 48
43 49
44 50
45 51
47 52
48 53
50 54
51 55
53 56
55 57

frame0105.png frame0095.png
4 56
6 57
8 58
16 59
21 60
22 61
35 62
36 63
39 64
45 65
52 66

frame0140.png frame0126.png
15 66

frame0118.png frame0109.png
8 48
11 49
13 50
19 51
20 52
23 53

frame0047.png frame0035.png
0 43
3 44
4 45
7 46
10 47
11 48
12 49
13 50
15 51
18 52
20 53
21 54
27 55
33 56
42 57

frame0020.png frame0007.png
0 33
3 34
5 35
6 36
9 37
10 38
13 39
19 40
22 41
23 42
24 43
26 44
29 45
30 46
34 47
40 48

frame0042.png frame0020.png
0 64
4 65
10 66

frame0145.png frame0141.png
0 26
1 27
2 28
3 29
4 30
5 31
7 32
8 33
9 34
10 35
11 36
12 37
13 38
14 39
15 40
16 41
17 42
18 43
19 44
20 45
21 46
22 47
23 48
24 49
25 50
26 51
27 52
31 53
32 54
33 55
34 56
35 57
36 58
37 59
42 60
45 61
46 62
47 63
48 64
52 65
53 66
54 67
55 68
56 69
57 70
58 71
59 72
60 73
61 74
62 75
68 76
69 77
70 78
71 79
78 80
82 81
83 82
85 83
87 84
89 85

frame0158.png frame0141.png
3 84
5 85

frame0035.png frame0015.png
0 61
1 62
7 63
11 64
12 65
13 66
16 67
21 68
22 69
24 70

frame0063.png frame0048.png
2 58
5 59
6 60
7 61
25 62
33 63
35 64

frame0050.png frame0039.png
5 48
11 49
15 50
21 51
25 52
29 53
41 54

frame0159.png frame0150.png
0 57
1 58
2 59
3 60
4 61
5 62
6 63
10 64
11 65
12 66
13 67
14 68
23 69
24 70
26 71
31 72
32 73
33 74
40 75
42 76
44 77
45 78
51 79
54 80
62 81

frame0036.png frame0022.png
3 44
5 45
9 46
10 47
11 48
14 49
15 50
16 51
20 52
21 53
24 54
25 55
28 56
30 57
32 58
33 59
35 60
39 61

frame0146.png frame0137.png
0 51
1 52
2 53
3 54
4 55
5 56
6 57
7 58
8 59
9 60
10 61
11 62
12 63
13 64
15 65
16 66
17 67
18 68
19 69
23 70
24 71
25 72
26 73
27 74
28 75
29 76
37 77
38 78
39 79
47 80
48 81
51 82
52 83

frame0039.png frame0011.png
7 71
8 72

frame0115.png frame0106.png
1 57
2 58
3 59
5 60
7 61
9 62
10 63
11 64
12 65

frame0026.png frame0012.png
1 56
2 57
4 58
9 59
13 60
14 61
17 62
19 63
20 64
22 65
23 66
26 67
29 68
30 69
35 70
36 71

frame0173.png frame0171.png
0 17
1 18
2 19
3 20
4 21
5 22
6 23
7 24
8 25
9 26
10 27
11 28
12 29
13 30
14 31
15 32
16 33
17 34
18 35
19 36
20 37
21 38
22 39
25 40
26 41
27 42
31 43
33 44
34 45
39 46
40 47
43 48
45 49
46 50
47 51
48 52
49 53
50 54
51 55
54 56
56 57
59 58
60 59
61 60
62 61
63 62
64 63
65 64
66 65
67 66
68 67
69 68
70 69
71 70
72 71
73 72
74 73

frame0029.png frame0017.png
1 55
4 56
5 57
6 58
7 59
9 60
11 61
12 62
15 63
16 64
19 65
23 66
24 67
25 68
28 69
33 70
34 71
36 72
39 73
41 74

frame0177.png frame0168.png
0 63
5 64
7 65
14 66
15 67
16 68
17 69
18 70
19 71
45 72
46 73

frame0098.png frame0097.png
0 5
1 6
2 7
3 8
4 9
5 10
6 11
7 12
8 13
9 14
10 15
11 16
12 17
13 18
14 19
15 20
16 21
17 22
18 23
19 24
20 25
21 26
22 27
23 28
24 29
25 30
26 31
27 32
28 33
29 34
31 35
32 36
33 37
35 38
36 39
37 40
38 41
39 42
40 43
41 44
42 45
43 46
44 47
45 48
46 49
48 50
49 51
50 52
52 53
53 54
54 55
55 56
57 57
59 58
60 59
61 60
62 61
63 62
64 63
66 64
67 65
68 66
69 67
70 68
72 69
73 70
77 71
78 72
79 73
80 74
82 75
87 76

frame0119.png frame0110.png
3 45
6 46
7 47
8 48
16 49
17 50
21 51

frame0156.png frame0148.png
0 64
1 65
2 66
3 67
4 68
5 69
10 70
11 71
12 72
13 73
14 74
17 75
18 76
19 77
20 78
40 79

frame0047.png frame0040.png
0 27
3 28
4 29
6 30
7 31
10 32
11 33
12 34
13 35
15 36
18 37
20 38
21 39
27 40
33 41
38 42
40 43
42 44
44 45
45 46
47 47
52 48
55 49
57 50
58 51

frame0030.png frame0016.png
0 57
3 58
4 59
5 60
6 61
8 62
10 63
11 64
14 65
15 66
18 67
22 68
23 69
24 70
27 71
32 72
33 73
35 74
38 75
40 76

frame0052.png frame0037.png
6 55
14 56
38 57

frame0017.png frame0013.png
0 21
1 22
2 23
4 24
5 25
7 26
8 27
9 28
11 29
12 30
15 31
16 32
19 33
20 34
21 35
22 36
23 37
25 38
26 39
28 40
29 41
30 42
32 43
33 44
34 45
35 46
36 47
37 48
38 49
39 50
41 51
42 52
43 53
47 54
48 55
49 56
52 57
53 58
54 59
55 60
57 61
58 62
59 63
60 64
61 65
62 66
63 67
64 68
65 69
67 70
68 71
70 72
71 73

frame0020.png frame0014.png
0 28
3 29
4 30
5 31
6 32
7 33
9 34
10 35
12 36
13 37
14 38
17 39
19 40
21 41
22 42
23 43
24 44
25 45
26 46
28 47
29 48
30 49
34 50
35 51
36 52
40 53
41 54
42 55
44 56
47 57
48 58
49 59
50 60
51 61
52 62
53 63
54 64
55 65
57 66
58 67
60 68
61 69

frame0042.png frame0031.png
0 35
2 36
4 37
7 38
8 39
9 40
10 41
12 42
15 43
16 44
19 45
21 46
22 47
25 48
30 49
31 50
32 51
34 52
36 53
38 54
39 55

frame0023.png frame0019.png
0 29
1 30
2 31
3 32
4 33
5 34
6 35
7 36
8 37
9 38
10 39
11 40
12 41
13 42
15 43
16 44
17 45
19 46
20 47
22 48
23 49
24 50
25 51
26 52
27 53
28 54
29 55
30 56
32 57
33 58
34 59
35 60
37 61
39 62
40 63
41 64
42 65
45 66
46 67
47 68
48 69
50 70
51 71
55 72

frame0135.png frame0128.png
3 41
4 42
6 43
7 44
9 45
12 46
13 47
14 48
16 49
17 50
19 51
25 52
27 53
31 54
32 55
33 56
48 57
53 58
76 59
77 60
78 61
79 62

frame0032.png frame0025.png
0 17
1 18
2 19
3 20
4 21
5 22
6 23
7 24
10 25
11 26
12 27
13 28
14 29
17 30
18 31
19 32
20 33
23 34
24 35
25 36
28 37
29 38
31 39
32 40
33 41
34 42
35 43
36 44
37 45
38 46
39 47
40 48
42 49
43 50
45 51
48 52
51 53
52 54
53 55
54 56
56 57

frame0144.png frame0136.png
0 46
1 47
2 48
3 49
4 50
7 51
8 52
9 53
10 54
11 55
15 56
17 57
18 58
19 59
20 60
21 61
22 62
23 63
24 64
25 65
26 66
27 67
28 68
30 69
31 70
32 71
33 72
34 73
38 74
39 75
40 76
41 77
43 78
50 79
51 80
52 81
57 82
58 83
61 84

frame0126.png frame0119.png
2 31
4 32
6 33
8 34
9 35
10 36
13 37
14 38
15 39
16 40
20 41
21 42
29 43
35 44
36 45
37 46
39 47
41 48
45 49
50 50
53 51

frame0147.png frame0133.png
0 71
1 72
2 73
6 74
8 75
10 76
11 77
12 78
13 79
14 80
18 81
20 82
23 83

frame0038.png frame0035.png
0 11
1 12
2 13
3 14
4 15
5 16
6 17
7 18
8 19
10 20
11 21
12 22
14 23
15 24
16 25
17 26
18 27
19 28
21 29
23 30
24 31
25 32
26 33
27 34
28 35
30 36
31 37
32 38
33 39
34 40
35 41
36 42
37 43
38 44
39 45
41 46
42 47
43 48
44 49
45 50
46 51
47 52
48 53
49 54
50 55
51 56
53 57

frame0099.png frame0083.png
1 62

frame0063.png frame0057.png
1 39
2 40
5 41
6 42
7 43
8 44
10 45
11 46
12 47
15 48
18 49
19 50
22 51
24 52
25 53
26 54
27 55
28 56
32 57
33 58
34 59
35 60
36 61
37 62
39 63
44 64
52 65
54 66

frame0068.png frame0052.png
3 73
9 74
22 75
24 76

frame0014.png frame0008.png
0 11
1 12
2 13
3 14
5 15
6 16
9 17
10 18
11 19
13 20
14 21
15 22
16 23
17 24
19 25
20 26
21 27
22 28
23 29
24 30
25 31
27 32
28 33
29 34
31 35
32 36
34 37
35 38
37 39
40 40
42 41
43 42
44 43
46 44
48 45
49 46
50 47
53 48
55 49
56 50
62 51
66 52

frame0168.png frame0161.png
0 58
1 59
2 60
3 61
9 62
12 63
13 64
14 65
19 66
20 67
21 68
22 69
23 70
25 71
28 72
29 73
30 74
36 75
40 76
41 77
43 78
44 79
45 80

frame0036.png frame0029.png
0 17
3 18
5 19
6 20
7 21
8 22
9 23
10 24
11 25
12 26
13 27
14 28
15 29
16 30
17 31
19 32
20 33
21 34
23 35
24 36
25 37
27 38
28 39
29 40
30 41
32 42
33 43
34 44
35 45
36 46
38 47
39 48
40 49
41 50
44 51
49 52
50 53
51 54
52 55
53 56
54 57
55 58

frame0146.png frame0128.png
16 59
17 60
18 61
19 62

frame0165.png frame0164.png
0 3
1 4
2 5
3 6
4 7
5 8
6 9
7 10
8 11
9 12
10 13
11 14
12 15
13 16
14 17
15 18
16 19
17 20
18 21
19 22
20 23
21 24
22 25
23 26
24 27
25 28
26 29
27 30
28 31
29 32
30 33
31 34
34 35
35 36
36 37
37 38
38 39
39 40
40 41
41 42
42 43
43 44
44 45
45 46
46 47
47 48
48 49
49 50
50 51
51 52
52 53
53 54
54 55
55 56
56 57
57 58
58 59
61 60
62 61

frame0080.png frame0063.png
1 67
20 68
23 69
24 70

frame0026.png frame0023.png
0 18
1 19
2 20
3 21
4 22
8 23
9 24
11 25
12 26
13 27
14 28
15 29
17 30
18 31
19 32
20 33
22 34
23 35
25 36
26 37
27 38
28 39
29 40
30 41
31 42
32 43
33 44
35 45
36 46
38 47
39 48
40 49
41 50
43 51
44 52
45 53
46 54
47 55
49 56

frame0173.png frame0164.png
0 57
1 58
2 59
10 60
15 61

frame0166.png frame0155.png
1 52
3 53
4 54
5 55
13 56
26 57
27 58
31 59
32 60

frame0172.png frame0169.png
0 23
1 24
2 25
3 26
4 27
5 28
6 29
8 30
9 31
10 32
11 33
12 34
16 35
17 36
18 37
19 38
20 39
21 40
22 41
23 42
24 43
25 44
26 45
27 46
30 47
34 48
40 49
43 50
44 51
46 52
48 53
49 54
50 55
51 56
52 57
53 58
54 59
60 60
61 61

frame0156.png frame0147.png
0 80
1 81
2 82
3 83
5 84
10 85
11 86
12 87
13 88
17 89
18 90
19 91
40 92

frame0122.png frame0114.png
2 34
3 35
6 36
9 37
10 38
14 39
15 40
16 41
40 42
47 43

frame0030.png frame0027.png
0 8
1 9
2 10
3 11
4 12
5 13
6 14
7 15
8 16
9 17
10 18
11 19
12 20
13 21
14 22
15 23
16 24
17 25
18 26
21 27
22 28
23 29
24 30
25 31
27 32
28 33
29 34
30 35
31 36
32 37
33 38
34 39
35 40
36 41
37 42
38 43
39 44
40 45
41 46
42 47
43 48
44 49
46 50
47 51
49 52
50 53
52 54
53 55
54 56
55 57
57 58

frame0086.png frame0084.png
0 12
1 13
2 14
3 15
4 16
5 17
6 18
7 19
8 20
9 21
10 22
11 23
12 24
13 25
14 26
15 27
16 28
17 29
18 30
19 31
20 32
21 33
24 34
25 35
27 36
28 37
31 38
32 39
33 40
34 41
36 42
37 43
38 44
39 45
40 46
41 47
44 48
45 49
46 50
47 51
48 52
49 53
50 54
52 55
53 56
56 57
58 58
64 59

frame0052.png frame0044.png
2 47
6 48
14 49
17 50
18 51
19 52
20 53
22 54
23 55
27 56
32 57
33 58
35 59
36 60
38 61
39 62
40 63
45 64

frame0017.png frame0006.png
2 30
4 31
7 32
8 33
9 34
11 35
15 36
19 37
21 38
22 39
25 40
29 41
35 42
36 43
37 44
39 45
42 46
43 47
52 48

frame0056.png frame0039.png
12 54

frame0055.png frame0049.png
0 26
1 27
2 28
3 29
5 30
6 31
9 32
10 33
12 34
13 35
15 36
16 37
18 38
19 39
22 40
23 41
24 42
25 43
27 44
28 45
33 46
34 47
41 48
42 49
43 50
44 51
49 52
50 53
52 54
53 55
54 56
55 57
56 58
60 59
62 60
67 61
69 62
70 63
71 64

frame0059.png frame0050.png
0 46
6 47
8 48
15 49
16 50
17 51
18 52
28 53
33 54
35 55
37 56
38 57
39 58
40 59
42 60
48 61
53 62
60 63
62 64
63 65
64 66
66 67

frame0155.png frame0144.png
1 83
2 84
6 85
7 86
9 87
16 88
17 89
18 90

frame0176.png frame0169.png
0 49
7 50
8 51
13 52
15 53
22 54
23 55
24 56
25 57
26 58
27 59
48 60
49 61

frame0157.png frame0140.png
9 82

frame0032.png frame0016.png
0 60
1 61
3 62
5 63
6 64
10 65
11 66
14 67
18 68
19 69
20 70
23 71
28 72
29 73
31 74
34 75
36 76

frame0144.png frame0143.png
0 9
1 10
2 11
3 12
4 13
5 14
6 15
7 16
8 17
9 18
10 19
11 20
12 21
13 22
14 23
15 24
16 25
17 26
18 27
19 28
20 29
21 30
22 31
23 32
24 33
25 34
26 35
27 36
28 37
29 38
30 39
31 40
32 41
33 42
34 43
35 44
36 45
38 46
39 47
40 48
41 49
42 50
43 51
44 52
45 53
46 54
48 55
49 56
50 57
51 58
52 59
53 60
55 61
56 62
57 63
58 64
59 65
60 66
61 67
62 68
63 69
64 70
65 71
66 72
68 73
69 74
70 75
71 76
72 77
73 78
74 79
75 80
76 81
77 82
78 83
79 84
80 85
81 86
82 87
83 88
84 89
85 90
86 91
87 92
88 93
89 94
90 95

frame0123.png frame0111.png
1 50

frame0127.png frame0116.png
2 34
9 35
12 36
17 37
26 38
34 39
36 40
38 41
40 42

frame0074.png frame0064.png
0 51
5 52
6 53
7 54
8 55
9 56
12 57
14 58
17 59
43 60
56 61
57 62
58 63

frame0147.png frame0138.png
0 56
1 57
2 58
3 59
4 60
5 61
6 62
7 63
8 64
9 65
10 66
11 67
12 68
13 69
14 70
18 71
19 72
20 73
21 74
22 75
23 76
24 77
32 78
33 79
34 80
42 81
43 82
44 83
45 84
46 85
47 86

frame0112.png frame0108.png
0 21
1 22
2 23
3 24
4 25
5 26
6 27
7 28
8 29
9 30
10 31
11 32
12 33
13 34
14 35
15 36
16 37
18 38
19 39
20 40
21 41
23 42
24 43
25 44
26 45
29 46
30 47
31 48
33 49
34 50
35 51
36 52
37 53
38 54
39 55
41 56
44 57

frame0186.png frame0179.png
0 58
1 59
2 60
3 61
4 62
5 63
6 64
7 65
8 66

frame0169.png frame0153.png
5 72
6 73

frame0099.png frame0088.png
1 71
2 72
3 73
4 74
8 75
27 76

frame0134.png frame0132.png
0 13
1 14
2 15
3 16
4 17
5 18
6 19
7 20
8 21
9 22
10 23
11 24
12 25
13 26
14 27
15 28
16 29
17 30
18 31
19 32
20 33
21 34
22 35
24 36
25 37
26 38
27 39
28 40
29 41
30 42
32 43
33 44
34 45
35 46
36 47
37 48
38 49
40 50
41 51
42 52
43 53
45 54
48 55
49 56
50 57
51 58
53 59
54 60
55 61
57 62
59 63
60 64
61 65
62 66
63 67
65 68
66 69
67 70
69 71
71 72
72 73
76 74
79 75
80 76
81 77
82 78
83 79
84 80

frame0011.png frame0004.png
4 21
8 22
9 23
10 24
11 25
13 26
14 27
18 28
19 29
21 30
23 31
24 32
27 33
28 34
30 35
31 36
32 37
33 38
36 39
41 40
47 41

frame0068.png frame0051.png
9 72
22 73
24 74

frame0089.png frame0082.png
0 45
1 46
5 47
7 48
9 49
10 50
14 51
15 52
16 53
20 54
21 55
22 56
23 57
24 58
34 59
37 60
39 61
42 62
43 63
44 64
48 65
50 66
51 67
57 68

frame0151.png frame0142.png
4 80
8 81
9 82
10 83
11 84
15 85
21 86
22 87
23 88
27 89
28 90
31 91
32 92
34 93
41 94
42 95
43 96

frame0103.png frame0092.png
0 61
1 62
3 63
4 64
6 65
8 66
10 67
11 68
15 69
23 70
33 71

frame0068.png frame0066.png
0 13
1 14
2 15
3 16
4 17
5 18
6 19
7 20
8 21
9 22
10 23
11 24
12 25
13 26
15 27
16 28
18 29
19 30
22 31
23 32
24 33
25 34
26 35
27 36
28 37
30 38
32 39
33 40
36 41
37 42
38 43
39 44
40 45
41 46
42 47
43 48
44 49
46 50
50 51
52 52
53 53
54 54
55 55
56 56
57 57
58 58
59 59

frame0149.png frame0135.png
0 84
1 85
2 86

frame0153.png frame0145.png
0 69
1 70
2 71
3 72
4 73
5 74
6 75
7 76
8 77
13 78
14 79
15 80
19 81
20 82
24 83
25 84
27 85
29 86
34 87
35 88
36 89
37 90
58 91

frame0172.png frame0160.png
0 70
4 71
5 72
8 73

frame0137.png frame0130.png
1 44
2 45
4 46
6 47
9 48
10 49
12 50
13 51
14 52
16 53
18 54
19 55
25 56
27 57
28 58
29 59
32 60
34 61
35 62
39 63
42 64
43 65
44 66
45 67
54 68
56 69
65 70
66 71
67 72
68 73
69 74

frame0152.png frame0149.png
0 32
1 33
2 34
3 35
4 36
5 37
6 38
7 39
8 40
9 41
10 42
11 43
12 44
14 45
16 46
17 47
18 48
19 49
20 50
22 51
23 52
24 53
25 54
26 55
27 56
28 57
29 58
30 59
31 60
32 61
33 62
37 63
38 64
39 65
40 66
41 67
42 68
44 69
45 70
46 71
47 72
49 73
50 74
52 75
53 76
57 77
59 78
67 79

frame0123.png frame0121.png
0 16
1 17
2 18
3 19
4 20
5 21
6 22
7 23
8 24
9 25
11 26
13 27
14 28
15 29
17 30
18 31
19 32
20 33
21 34
22 35
23 36
25 37
26 38
27 39
28 40
31 41
32 42
33 43
37 44
39 45
40 46
41 47
43 48
44 49
45 50
46 51
47 52
49 53
50 54
53 55
57 56
58 57
61 58
62 59
64 60

frame0052.png frame0043.png
2 48
6 49
14 50
17 51
18 52
19 53
20 54
22 55
23 56
27 57
32 58
35 59
36 60
38 61
39 62
40 63
45 64

frame0056.png frame0046.png
1 50
4 51
5 52
7 53
8 54
11 55
12 56
13 57
14 58
17 59
23 60
32 61
33 62
46 63

frame0131.png frame0115.png
2 40
7 41
10 42

frame0132.png frame0131.png
0 2
1 3
2 4
3 5
4 6
5 7
6 8
7 9
8 10
9 11
10 12
11 13
12 14
13 15
14 16
15 17
16 18
17 19
18 20
19 21
20 22
21 23
22 24
23 25
24 26
25 27
26 28
27 29
28 30
