#IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID
141.000 0.998 0.047 0.049 -0.013 -3.161 0.055 0.231 1.000
22.000 0.993 0.035 -0.116 -0.011 4.504 -0.121 1.043 1.000
23.000 0.994 0.038 -0.099 -0.014 4.469 -0.145 0.884 1.000
24.000 0.994 0.029 -0.103 -0.005 4.410 -0.056 0.923 1.000
126.000 0.999 0.036 0.004 -0.002 -2.151 0.018 0.073 1.000
160.000 0.992 0.074 0.092 -0.046 -4.380 0.298 0.567 1.000
25.000 0.994 0.025 -0.108 0.002 4.361 0.015 0.960 1.000
127.000 0.999 0.034 0.025 0.001 -2.223 -0.003 0.161 1.000
26.000 0.997 0.027 -0.072 0.012 4.351 0.098 0.645 1.000
27.000 0.997 0.040 -0.060 0.011 4.300 0.091 0.540 1.000
163.000 0.993 0.038 0.105 -0.035 -4.594 0.216 0.677 1.000
28.000 0.995 0.055 -0.083 0.017 4.197 0.122 0.739 1.000
164.000 0.995 0.026 0.092 -0.026 -4.687 0.138 0.558 1.000
29.000 0.996 0.059 -0.066 0.019 4.151 0.138 0.594 1.000
81.000 0.999 0.041 0.002 -0.007 0.796 0.002 0.179 1.000
30.000 0.996 0.047 -0.074 0.009 4.071 0.064 0.652 1.000
78.000 0.999 0.027 0.009 -0.017 0.997 -0.014 0.167 1.000
31.000 0.995 0.041 -0.087 0.008 3.991 0.049 0.760 1.000
83.000 0.998 0.064 0.003 -0.004 0.683 -0.004 0.174 1.000
32.000 0.995 0.045 -0.085 0.009 3.949 0.057 0.737 1.000
33.000 0.997 0.047 -0.064 0.004 3.906 0.020 0.571 1.000
65.000 0.998 0.058 -0.002 0.003 1.826 0.014 0.193 1.000
34.000 0.996 0.052 -0.078 0.006 3.808 0.023 0.683 1.000
35.000 0.996 0.064 -0.061 0.005 3.752 0.017 0.546 1.000
36.000 0.996 0.060 -0.066 0.005 3.670 0.025 0.583 1.000
58.000 0.998 0.038 -0.034 -0.024 2.236 -0.103 0.315 1.000
37.000 0.995 0.052 -0.082 0.007 3.570 0.034 0.699 1.000
38.000 0.996 0.056 -0.066 -0.004 3.532 -0.040 0.571 1.000
39.000 0.996 0.059 -0.058 -0.014 3.495 -0.102 0.514 1.000
52.000 0.997 0.052 -0.058 -0.001 2.638 -0.015 0.446 1.000
42.000 0.995 0.080 -0.060 -0.013 3.275 -0.107 0.506 1.000
43.000 0.994 0.073 -0.086 0.005 3.176 0.000 0.673 1.000
56.000 0.999 0.024 -0.033 -0.012 2.391 -0.044 0.314 1.000
44.000 0.994 0.082 -0.071 0.009 3.127 0.030 0.569 1.000
45.000 0.994 0.087 -0.070 0.008 3.075 0.024 0.554 1.000
46.000 0.992 0.089 -0.083 0.012 3.017 0.038 0.633 1.000
47.000 0.994 0.092 -0.063 0.008 2.973 0.014 0.495 1.000
99.000 0.999 0.030 -0.009 -0.005 -0.374 0.020 0.137 1.000
48.000 0.995 0.079 -0.057 -0.003 2.909 -0.035 0.447 1.000
49.000 0.996 0.061 -0.070 -0.002 2.826 -0.024 0.521 1.000
199.000 0.996 0.036 -0.079 -0.001 5.969 -0.031 0.708 1.000
50.000 0.997 0.057 -0.044 -0.001 2.780 -0.012 0.374 1.000
51.000 0.998 0.052 -0.044 -0.004 2.710 -0.018 0.372 1.000
53.000 0.997 0.055 -0.051 -0.004 2.600 -0.031 0.402 1.000
54.000 0.998 0.047 -0.042 -0.016 2.533 -0.078 0.351 1.000
86.000 0.999 0.035 -0.005 0.004 0.465 0.019 0.185 1.000
112.000 0.999 0.045 -0.003 -0.011 -1.223 0.038 0.122 1.000
55.000 0.997 0.030 -0.067 -0.006 2.436 -0.026 0.476 1.000
145.000 0.997 0.045 0.045 -0.039 -3.333 0.228 0.201 1.000
57.000 0.999 0.025 -0.030 -0.022 2.316 -0.088 0.299 1.000
59.000 0.999 0.045 -0.020 -0.024 2.186 -0.104 0.251 1.000
61.000 0.999 0.038 -0.030 -0.013 2.061 -0.049 0.302 1.000
62.000 0.999 0.040 -0.006 -0.007 2.001 -0.017 0.204 1.000
114.000 0.999 0.037 0.022 -0.003 -1.357 0.022 0.173 1.000
64.000 0.999 0.053 -0.012 0.002 1.850 0.014 0.230 1.000
66.000 0.998 0.055 0.005 0.003 1.757 0.022 0.166 1.000
108.000 0.999 0.039 0.016 0.001 -0.953 0.011 0.164 1.000
67.000 0.999 0.043 -0.013 0.009 1.673 0.045 0.232 1.000
68.000 0.999 0.039 0.007 0.014 1.607 0.064 0.167 1.000
90.000 0.998 0.064 -0.002 -0.017 0.219 -0.006 0.167 1.000
69.000 0.999 0.041 0.009 0.011 1.535 0.054 0.162 1.000
70.000 0.999 0.048 -0.008 0.006 1.452 0.027 0.212 1.000
71.000 0.999 0.048 -0.006 0.002 1.424 0.013 0.201 1.000
72.000 0.999 0.033 -0.002 -0.009 1.356 -0.006 0.190 1.000
174.000 0.995 0.025 0.097 -0.009 -5.346 -0.037 0.605 1.000
73.000 1.000 0.018 -0.015 -0.006 1.307 0.009 0.225 1.000
175.000 0.994 0.017 0.107 -0.002 -5.404 -0.104 0.723 1.000
74.000 1.000 0.003 -0.009 0.000 1.249 0.028 0.212 1.000
75.000 1.000 -0.005 0.009 -0.000 1.215 0.030 0.168 1.000
115.000 1.000 0.025 0.001 -0.011 -1.423 0.045 0.116 1.000
76.000 1.000 -0.001 -0.002 -0.006 1.139 0.019 0.196 1.000
77.000 1.000 0.013 0.000 -0.012 1.066 -0.003 0.188 1.000
129.000 0.998 0.050 0.035 0.011 -2.351 -0.054 0.196 1.000
79.000 1.000 0.023 -0.001 -0.014 0.923 -0.005 0.186 1.000
80.000 1.000 0.028 -0.010 -0.006 0.847 0.003 0.202 1.000
82.000 0.999 0.050 0.006 -0.008 0.756 0.000 0.172 1.000
84.000 0.998 0.065 0.006 -0.006 0.614 -0.005 0.166 1.000
85.000 0.999 0.046 -0.008 -0.002 0.537 0.010 0.186 1.000
87.000 0.999 0.039 0.008 -0.002 0.412 0.017 0.172 1.000
113.000 0.999 0.051 0.016 0.002 -1.290 0.000 0.160 1.000
88.000 0.999 0.043 -0.000 -0.005 0.366 0.016 0.178 1.000
89.000 0.998 0.053 -0.013 -0.004 0.287 0.007 0.183 1.000
91.000 0.997 0.060 -0.031 -0.029 0.139 -0.002 0.171 1.000
92.000 0.996 0.053 -0.062 -0.023 0.057 0.002 0.168 1.000
93.000 0.998 0.051 -0.016 -0.022 0.007 0.008 0.156 1.000
94.000 0.998 0.050 0.003 -0.024 -0.040 0.011 0.153 1.000
146.000 0.996 0.040 0.060 -0.043 -3.400 0.255 0.297 1.000
95.000 0.999 0.045 -0.007 -0.020 -0.088 0.012 0.148 1.000
111.000 0.999 0.048 0.016 -0.012 -1.143 0.036 0.169 1.000
96.000 0.999 0.029 -0.001 -0.019 -0.156 0.020 0.144 1.000
97.000 0.999 0.011 -0.030 -0.022 -0.237 0.033 0.130 1.000
98.000 1.000 0.007 -0.022 -0.009 -0.308 0.023 0.132 1.000
122.000 0.999 0.032 -0.029 -0.014 -1.889 0.066 -0.032 1.000
154.000 0.995 0.066 0.073 -0.028 -3.984 0.150 0.387 1.000
100.000 1.000 0.027 -0.014 -0.002 -0.448 0.018 0.131 1.000
132.000 0.999 0.043 0.020 -0.015 -2.553 0.072 0.114 1.000
101.000 1.000 0.029 -0.001 0.001 -0.502 0.011 0.141 1.000
102.000 0.999 0.032 -0.006 -0.000 -0.548 0.014 0.134 1.000
104.000 1.000 0.020 -0.012 -0.001 -0.694 0.017 0.126 1.000
105.000 0.999 0.035 0.007 -0.005 -0.756 0.023 0.151 1.000
177.000 0.995 0.031 0.091 -0.005 -5.582 -0.079 0.542 1.000
106.000 0.999 0.035 -0.008 -0.001 -0.832 0.016 0.129 1.000
107.000 0.999 0.037 0.009 0.010 -0.899 -0.009 0.153 1.000
109.000 0.999 0.038 -0.008 -0.003 -1.005 0.022 0.118 1.000
181.000 0.996 0.029 0.072 -0.035 -5.857 0.265 0.343 1.000
110.000 0.999 0.044 -0.010 -0.000 -1.081 0.009 0.113 1.000
162.000 0.992 0.055 0.101 -0.043 -4.521 0.282 0.645 1.000
116.000 0.999 0.033 -0.006 -0.010 -1.467 0.040 0.091 1.000
117.000 0.999 0.045 0.021 -0.005 -1.525 0.022 0.165 1.000
149.000 0.995 0.056 0.074 -0.043 -3.627 0.258 0.393 1.000
118.000 0.999 0.045 0.017 0.004 -1.597 -0.006 0.151 1.000
119.000 0.999 0.044 -0.013 0.021 -1.678 -0.062 0.040 1.000
171.000 0.995 0.041 0.088 -0.026 -5.180 0.149 0.515 1.000
120.000 0.999 0.031 -0.032 0.001 -1.755 0.014 -0.030 1.000
121.000 0.998 0.031 -0.061 -0.013 -1.828 0.068 -0.143 1.000
123.000 0.999 0.030 -0.021 -0.021 -1.931 0.097 -0.002 1.000
124.000 0.999 0.027 -0.014 -0.014 -2.005 0.066 0.017 1.000
172.000 0.995 0.036 0.094 -0.023 -5.233 0.115 0.573 1.000
125.000 0.999 0.039 -0.007 0.009 -2.077 -0.030 0.031 1.000
128.000 0.998 0.044 0.037 0.012 -2.290 -0.053 0.206 1.000
130.000 0.998 0.055 0.044 0.005 -2.392 -0.033 0.236 1.000
131.000 0.998 0.054 0.038 -0.003 -2.473 0.001 0.205 1.000
144.000 0.997 0.052 0.049 -0.030 -3.263 0.166 0.228 1.000
133.000 0.999 0.028 0.038 -0.022 -2.618 0.100 0.201 1.000
134.000 0.999 0.017 0.047 -0.019 -2.689 0.092 0.245 1.000
135.000 1.000 0.019 0.023 -0.009 -2.775 0.043 0.110 1.000
161.000 0.992 0.067 0.096 -0.046 -4.451 0.308 0.603 1.000
136.000 0.999 0.028 0.029 -0.003 -2.831 0.006 0.136 1.000
137.000 0.999 0.032 0.029 -0.002 -2.876 -0.003 0.135 1.000
158.000 0.991 0.066 0.105 -0.046 -4.239 0.296 0.676 1.000
138.000 0.999 0.036 0.026 -0.002 -2.948 -0.000 0.108 1.000
139.000 0.998 0.036 0.045 0.001 -3.012 -0.029 0.212 1.000
142.000 0.997 0.052 0.051 -0.018 -3.189 0.081 0.243 1.000
194.000 0.995 0.027 -0.098 0.011 5.863 0.105 0.943 1.000
143.000 0.997 0.053 0.053 -0.026 -3.232 0.133 0.256 1.000
147.000 0.996 0.043 0.065 -0.047 -3.474 0.289 0.327 1.000
148.000 0.995 0.052 0.072 -0.047 -3.546 0.285 0.381 1.000
150.000 0.995 0.049 0.074 -0.040 -3.706 0.242 0.389 1.000
151.000 0.995 0.046 0.082 -0.036 -3.764 0.206 0.448 1.000
152.000 0.994 0.043 0.091 -0.033 -3.804 0.186 0.523 1.000
153.000 0.995 0.047 0.084 -0.031 -3.893 0.176 0.473 1.000
155.000 0.993 0.071 0.085 -0.032 -4.051 0.180 0.485 1.000
156.000 0.993 0.069 0.086 -0.037 -4.127 0.228 0.501 1.000
157.000 0.992 0.069 0.101 -0.042 -4.186 0.258 0.633 1.000
159.000 0.991 0.066 0.102 -0.047 -4.288 0.310 0.650 1.000
185.000 0.995 0.016 0.096 -0.035 -6.128 0.265 0.620 1.000
165.000 0.996 0.025 0.087 -0.021 -4.755 0.089 0.500 1.000
166.000 0.996 0.022 0.086 -0.021 -4.802 0.087 0.495 1.000
168.000 0.997 0.012 0.072 -0.023 -4.971 0.117 0.354 1.000
200.000 0.996 0.035 -0.077 0.011 5.828 0.111 0.690 1.000
169.000 0.996 0.018 0.083 -0.028 -5.035 0.176 0.465 1.000
170.000 0.996 0.030 0.082 -0.030 -5.110 0.193 0.458 1.000
173.000 0.995 0.031 0.091 -0.018 -5.280 0.071 0.542 1.000
176.000 0.995 0.023 0.092 0.000 -5.499 -0.138 0.560 1.000
178.000 0.996 0.030 0.084 -0.021 -5.667 0.098 0.480 1.000
179.000 0.996 0.032 0.082 -0.031 -5.729 0.219 0.455 1.000
182.000 0.997 0.034 0.050 -0.043 -5.936 0.371 0.082 1.000
183.000 0.996 0.027 0.071 -0.052 -5.997 0.465 0.319 1.000
184.000 0.993 0.009 0.108 -0.053 -6.025 0.478 0.767 1.000
186.000 0.995 0.021 0.096 -0.021 -6.193 0.096 0.618 1.000
187.000 0.994 0.024 0.105 -0.015 -6.224 0.018 0.728 1.000
195.000 0.997 0.045 -0.061 -0.010 6.060 -0.137 0.484 1.000
198.000 0.996 0.037 -0.081 -0.015 6.103 -0.200 0.732 1.000
