#IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID
47.000 0.999 0.051 -0.012 0.008 4.994 -0.007 -0.413 1.000
35.000 0.999 0.027 -0.011 0.037 5.278 0.277 -0.406 1.000
209.000 0.996 0.008 -0.092 0.008 1.193 0.010 -0.100 1.000
35.000 0.999 0.026 -0.012 0.037 5.279 0.277 -0.397 1.000
46.000 0.999 0.038 -0.034 0.008 5.033 -0.019 -0.187 1.000
368.000 0.979 -0.020 -0.205 0.002 -2.485 0.040 -0.658 1.000
39.000 1.000 0.015 -0.011 0.021 5.194 0.093 -0.405 1.000
321.000 0.988 -0.007 -0.152 0.006 -1.430 0.026 -0.319 1.000
40.000 0.999 0.020 -0.029 0.023 5.177 0.112 -0.223 1.000
40.000 0.999 0.020 -0.029 0.022 5.176 0.111 -0.227 1.000
41.000 0.999 0.031 -0.014 0.023 5.140 0.132 -0.377 1.000
41.000 0.999 0.031 -0.014 0.023 5.140 0.131 -0.379 1.000
88.000 1.000 0.015 -0.011 0.015 4.057 0.047 -0.441 1.000
42.000 0.999 0.027 -0.021 0.024 5.118 0.134 -0.308 1.000
42.000 0.999 0.027 -0.021 0.024 5.118 0.133 -0.307 1.000
188.000 0.995 0.002 -0.103 -0.017 1.701 -0.079 -0.038 1.000
43.000 0.999 0.020 -0.038 0.025 5.097 0.140 -0.133 1.000
43.000 0.999 0.020 -0.038 0.026 5.097 0.143 -0.132 1.000
366.000 0.979 -0.034 -0.202 0.004 -2.454 0.029 -0.637 1.000
44.000 0.999 0.025 -0.021 0.015 5.069 0.047 -0.311 1.000
420.000 0.992 0.014 -0.114 -0.042 -3.773 0.371 -0.106 1.000
369.000 0.981 -0.016 -0.191 0.018 -2.529 -0.042 -0.589 1.000
45.000 0.999 0.028 -0.014 0.006 5.048 -0.041 -0.384 1.000
45.000 0.999 0.028 -0.014 0.006 5.048 -0.045 -0.385 1.000
46.000 0.999 0.039 -0.034 0.008 5.033 -0.016 -0.187 1.000
48.000 0.999 0.048 -0.021 0.008 4.976 -0.006 -0.323 1.000
50.000 0.998 0.050 -0.037 0.031 4.931 0.211 -0.165 1.000
51.000 0.997 0.054 -0.037 0.030 4.912 0.207 -0.166 1.000
103.000 0.998 -0.025 -0.065 0.001 3.733 -0.081 -0.034 1.000
52.000 0.997 0.055 -0.052 0.033 4.899 0.236 -0.018 1.000
53.000 0.997 0.059 -0.032 0.030 4.871 0.210 -0.217 1.000
54.000 0.998 0.047 -0.027 0.019 4.847 0.098 -0.275 1.000
496.000 0.976 0.016 -0.215 -0.015 -5.435 0.191 -1.070 1.000
97.000 0.998 0.024 -0.058 -0.009 3.863 -0.130 -0.084 1.000
55.000 0.999 0.028 -0.041 0.020 4.827 0.087 -0.143 1.000
56.000 0.999 0.024 -0.016 0.021 4.790 0.102 -0.379 1.000
476.000 0.972 0.010 -0.233 -0.015 -4.940 0.190 -1.208 1.000
79.000 1.000 -0.018 -0.019 0.017 4.262 0.032 -0.368 1.000
57.000 1.000 0.018 -0.017 0.018 4.766 0.071 -0.372 1.000
58.000 0.999 0.018 -0.033 0.020 4.753 0.086 -0.220 1.000
223.000 0.995 0.005 -0.102 -0.009 0.842 -0.021 -0.092 1.000
198.000 0.999 -0.004 -0.048 0.001 1.442 -0.017 -0.218 1.000
279.000 0.991 -0.028 -0.130 -0.007 -0.456 0.020 -0.185 1.000
471.000 0.979 0.007 -0.203 -0.020 -4.892 0.249 -0.895 1.000
59.000 0.999 0.022 -0.027 0.018 4.735 0.066 -0.282 1.000
60.000 1.000 0.014 -0.018 0.006 4.702 -0.046 -0.370 1.000
61.000 0.999 -0.004 -0.046 0.015 4.688 0.020 -0.107 1.000
163.000 0.999 0.038 -0.013 -0.018 2.273 -0.078 -0.387 1.000
349.000 0.983 -0.011 -0.181 0.000 -2.054 0.047 -0.484 1.000
425.000 0.989 -0.004 -0.129 -0.067 -3.859 0.580 -0.223 1.000
234.000 0.996 0.022 -0.082 -0.000 0.576 0.006 -0.122 1.000
62.000 1.000 -0.011 -0.012 0.010 4.644 -0.031 -0.423 1.000
164.000 0.999 0.035 -0.010 -0.021 2.248 -0.094 -0.400 1.000
63.000 1.000 -0.009 -0.012 -0.000 4.617 -0.124 -0.422 1.000
275.000 0.992 -0.024 -0.127 -0.007 -0.368 0.018 -0.174 1.000
474.000 0.975 0.021 -0.219 -0.024 -4.918 0.286 -1.055 1.000
104.000 0.998 -0.028 -0.058 0.013 3.707 0.009 -0.089 1.000
212.000 0.995 0.018 -0.096 -0.011 1.110 -0.028 -0.094 1.000
64.000 1.000 0.003 -0.018 -0.001 4.594 -0.123 -0.370 1.000
65.000 1.000 0.011 -0.005 -0.001 4.562 -0.116 -0.492 1.000
229.000 0.995 0.021 -0.097 0.009 0.697 0.017 -0.102 1.000
66.000 1.000 0.008 -0.006 0.001 4.548 -0.095 -0.473 1.000
118.000 0.998 0.010 -0.059 0.010 3.381 0.017 -0.097 1.000
260.000 0.996 0.018 -0.079 0.024 -0.029 0.015 -0.152 1.000
68.000 1.000 0.006 0.006 0.017 4.483 0.049 -0.578 1.000
69.000 1.000 0.008 0.007 0.023 4.454 0.105 -0.591 1.000
71.000 0.999 0.023 0.005 0.026 4.419 0.151 -0.568 1.000
191.000 0.998 -0.013 -0.061 -0.006 1.616 -0.050 -0.181 1.000
73.000 0.999 0.008 -0.009 0.032 4.379 0.190 -0.447 1.000
248.000 0.995 0.023 -0.100 0.007 0.250 0.017 -0.125 1.000
195.000 0.998 0.018 -0.055 0.009 1.524 0.019 -0.201 1.000
277.000 0.989 -0.021 -0.145 -0.010 -0.398 0.024 -0.192 1.000
74.000 0.999 0.004 0.009 0.038 4.332 0.235 -0.606 1.000
101.000 0.999 0.010 -0.039 0.002 3.777 -0.053 -0.230 1.000
408.000 0.995 -0.001 -0.076 -0.069 -3.479 0.542 0.143 1.000
430.000 0.988 0.009 -0.151 -0.036 -3.997 0.347 -0.386 1.000
495.000 0.978 -0.000 -0.208 -0.019 -5.422 0.249 -0.992 1.000
8.000 0.999 0.003 0.008 0.033 5.888 0.227 -0.624 1.000
75.000 0.999 0.005 0.009 0.035 4.307 0.207 -0.608 1.000
401.000 0.988 -0.012 -0.152 -0.013 -3.338 0.151 -0.401 1.000
182.000 0.998 -0.001 -0.049 0.028 1.835 0.083 -0.223 1.000
477.000 0.978 0.005 -0.209 -0.014 -5.017 0.186 -0.961 1.000
76.000 0.999 0.012 -0.010 0.030 4.302 0.167 -0.440 1.000
102.000 0.999 -0.006 -0.034 0.004 3.749 -0.051 -0.266 1.000
77.000 1.000 0.013 -0.008 0.025 4.291 0.130 -0.461 1.000
385.000 0.982 0.001 -0.186 -0.010 -2.924 0.117 -0.610 1.000
78.000 1.000 -0.002 -0.005 0.014 4.266 0.021 -0.485 1.000
80.000 0.999 -0.034 -0.015 0.024 4.237 0.072 -0.400 1.000
81.000 0.999 -0.041 0.003 0.023 4.206 0.057 -0.550 1.000
232.000 0.996 0.018 -0.090 0.001 0.614 0.007 -0.112 1.000
82.000 0.999 -0.038 -0.010 0.017 4.194 0.014 -0.438 1.000
249.000 0.994 0.025 -0.102 0.010 0.234 0.018 -0.126 1.000
358.000 0.976 0.002 -0.214 -0.026 -2.237 0.175 -0.659 1.000
83.000 1.000 -0.023 -0.009 0.012 4.167 -0.020 -0.447 1.000
135.000 0.998 0.019 -0.048 0.033 2.969 0.167 -0.186 1.000
100.000 0.999 0.015 -0.028 -0.002 3.786 -0.075 -0.315 1.000
84.000 1.000 -0.009 -0.002 0.006 4.134 -0.051 -0.509 1.000
242.000 0.995 0.006 -0.096 -0.008 0.396 0.000 -0.115 1.000
215.000 0.995 0.012 -0.097 -0.010 1.044 -0.025 -0.092 1.000
363.000 0.978 -0.022 -0.205 0.015 -2.369 -0.024 -0.636 1.000
85.000 1.000 -0.013 -0.013 0.009 4.119 -0.031 -0.417 1.000
86.000 1.000 -0.008 -0.025 0.016 4.102 0.035 -0.321 1.000
87.000 1.000 0.005 -0.013 0.015 4.074 0.041 -0.416 1.000
111.000 0.999 0.001 -0.039 0.018 3.539 0.063 -0.232 1.000
143.000 0.998 0.000 -0.060 0.022 2.787 0.085 -0.137 1.000
89.000 0.999 0.029 -0.016 0.018 4.035 0.087 -0.399 1.000
121.000 0.998 -0.009 -0.059 0.012 3.311 0.020 -0.101 1.000
240.000 0.996 0.016 -0.089 -0.003 0.422 0.004 -0.120 1.000
90.000 0.999 0.030 -0.013 0.016 4.008 0.069 -0.421 1.000
91.000 0.999 0.011 -0.028 0.020 3.993 0.085 -0.298 1.000
93.000 1.000 0.004 -0.014 0.021 3.937 0.092 -0.408 1.000
94.000 1.000 0.008 -0.024 0.018 3.929 0.068 -0.335 1.000
95.000 0.999 0.018 -0.039 0.018 3.911 0.071 -0.218 1.000
363.000 0.978 -0.022 -0.205 0.015 -2.369 -0.025 -0.636 1.000
96.000 0.999 0.030 -0.028 0.004 3.879 -0.023 -0.313 1.000
253.000 0.995 0.008 -0.096 0.006 0.130 0.013 -0.140 1.000
98.000 0.996 0.017 -0.091 -0.003 3.836 -0.094 0.172 1.000
99.000 0.999 0.016 -0.046 -0.001 3.813 -0.072 -0.179 1.000
151.000 0.998 0.009 -0.053 -0.013 2.618 -0.097 -0.189 1.000
105.000 0.999 -0.004 -0.047 0.017 3.679 0.051 -0.172 1.000
213.000 0.995 0.015 -0.100 -0.016 1.088 -0.038 -0.086 1.000
138.000 0.998 0.009 -0.063 0.007 2.906 0.004 -0.107 1.000
106.000 0.998 -0.007 -0.054 0.020 3.656 0.073 -0.119 1.000
107.000 0.999 -0.004 -0.042 0.023 3.631 0.094 -0.209 1.000
227.000 0.995 0.006 -0.102 0.006 0.751 0.010 -0.093 1.000
108.000 0.999 -0.002 -0.048 0.022 3.617 0.088 -0.168 1.000
160.000 0.999 0.034 -0.037 -0.004 2.375 -0.025 -0.275 1.000
109.000 0.998 -0.015 -0.057 0.012 3.595 0.010 -0.104 1.000
110.000 0.998 -0.014 -0.057 0.021 3.568 0.079 -0.106 1.000
112.000 0.998 0.001 -0.056 0.021 3.519 0.087 -0.114 1.000
370.000 0.979 -0.022 -0.201 0.004 -2.542 0.030 -0.648 1.000
500.000 0.976 0.007 -0.219 -0.011 -5.508 0.158 -1.133 1.000
113.000 0.999 0.005 -0.041 0.032 3.485 0.167 -0.222 1.000
161.000 0.999 0.039 -0.026 -0.008 2.340 -0.038 -0.327 1.000
114.000 0.999 0.007 -0.035 0.023 3.465 0.104 -0.263 1.000
478.000 0.971 0.015 -0.237 -0.016 -4.977 0.210 -1.252 1.000
117.000 0.999 0.015 -0.038 0.009 3.400 0.017 -0.240 1.000
119.000 0.999 0.017 -0.042 0.023 3.349 0.109 -0.213 1.000
222.000 0.994 0.002 -0.105 -0.008 0.870 -0.020 -0.084 1.000
120.000 0.999 0.003 -0.037 0.019 3.324 0.075 -0.246 1.000
308.000 0.994 -0.019 -0.106 0.015 -1.148 0.002 -0.172 1.000
122.000 0.998 -0.002 -0.068 0.011 3.297 0.021 -0.047 1.000
123.000 0.999 0.012 -0.043 0.016 3.267 0.063 -0.214 1.000
303.000 0.992 -0.025 -0.120 0.017 -1.032 -0.002 -0.201 1.000
124.000 0.998 0.012 -0.047 0.025 3.242 0.120 -0.183 1.000
150.000 0.999 0.019 -0.049 -0.006 2.644 -0.053 -0.211 1.000
125.000 0.996 0.012 -0.082 0.042 3.215 0.223 0.036 1.000
230.000 0.994 0.023 -0.106 0.002 0.670 0.008 -0.089 1.000
126.000 0.995 -0.003 -0.101 0.021 3.191 0.086 0.155 1.000
127.000 0.991 -0.005 -0.132 0.006 3.148 -0.009 0.350 1.000
128.000 0.995 -0.003 -0.100 0.006 3.144 -0.007 0.147 1.000
129.000 0.996 -0.005 -0.092 -0.000 3.130 -0.050 0.094 1.000
180.000 0.999 0.000 -0.041 0.020 1.884 0.052 -0.258 1.000
181.000 0.999 -0.007 -0.032 0.027 1.853 0.075 -0.289 1.000
216.000 0.996 0.015 -0.091 -0.007 1.017 -0.016 -0.105 1.000
131.000 0.996 0.006 -0.081 0.029 3.077 0.138 0.019 1.000
183.000 0.998 0.007 -0.054 0.021 1.809 0.060 -0.207 1.000
132.000 0.997 0.003 -0.072 0.019 3.052 0.076 -0.038 1.000
133.000 0.998 0.002 -0.054 0.023 3.021 0.097 -0.152 1.000
214.000 0.994 0.015 -0.104 -0.015 1.072 -0.036 -0.077 1.000
244.000 0.996 -0.002 -0.087 -0.009 0.350 -0.002 -0.123 1.000
218.000 0.996 0.029 -0.085 -0.009 0.961 -0.013 -0.119 1.000
134.000 0.998 0.013 -0.045 0.033 2.989 0.166 -0.205 1.000
230.000 0.994 0.024 -0.107 0.002 0.671 0.008 -0.088 1.000
252.000 0.995 0.015 -0.093 0.016 0.154 0.016 -0.139 1.000
136.000 0.999 0.023 -0.040 0.026 2.951 0.128 -0.236 1.000
137.000 0.999 0.022 -0.046 0.019 2.927 0.084 -0.206 1.000
300.000 0.993 0.001 -0.121 0.007 -0.955 0.021 -0.207 1.000
139.000 0.999 -0.005 -0.046 0.003 2.874 -0.030 -0.209 1.000
140.000 0.999 -0.016 -0.038 0.007 2.844 -0.011 -0.253 1.000
192.000 0.998 -0.007 -0.063 0.007 1.596 -0.001 -0.176 1.000
141.000 0.998 -0.014 -0.065 0.016 2.827 0.044 -0.103 1.000
285.000 0.989 -0.010 -0.146 0.002 -0.593 0.020 -0.217 1.000
142.000 0.998 -0.004 -0.059 0.021 2.804 0.074 -0.136 1.000
144.000 0.998 0.003 -0.064 0.022 2.763 0.088 -0.114 1.000
145.000 0.999 0.006 -0.047 0.026 2.731 0.109 -0.211 1.000
346.000 0.984 -0.007 -0.176 -0.000 -1.994 0.050 -0.461 1.000
146.000 0.999 0.008 -0.045 0.023 2.705 0.097 -0.226 1.000
207.000 0.996 0.018 -0.084 0.003 1.245 0.004 -0.118 1.000
147.000 0.999 0.015 -0.048 0.011 2.682 0.037 -0.211 1.000
174.000 0.998 -0.015 -0.057 0.006 2.034 -0.009 -0.191 1.000
148.000 0.999 0.019 -0.046 0.006 2.671 0.012 -0.222 1.000
331.000 0.985 -0.013 -0.170 0.011 -1.660 0.006 -0.399 1.000
410.000 0.995 -0.007 -0.070 -0.068 -3.511 0.544 0.185 1.000
149.000 0.999 0.020 -0.044 -0.002 2.653 -0.030 -0.235 1.000
377.000 0.980 -0.011 -0.197 -0.015 -2.712 0.141 -0.641 1.000
153.000 0.999 0.007 -0.036 -0.021 2.553 -0.133 -0.278 1.000
154.000 0.999 0.017 -0.030 -0.022 2.521 -0.132 -0.316 1.000
202.000 0.998 -0.001 -0.063 0.000 1.357 -0.015 -0.174 1.000
155.000 0.999 0.022 -0.030 -0.019 2.493 -0.109 -0.317 1.000
311.000 0.994 -0.002 -0.112 0.003 -1.207 0.032 -0.187 1.000
156.000 0.999 0.016 -0.032 -0.015 2.468 -0.094 -0.303 1.000
157.000 1.000 0.013 -0.025 -0.010 2.442 -0.070 -0.337 1.000
301.000 0.991 -0.009 -0.134 0.008 -0.975 0.018 -0.233 1.000
158.000 1.000 0.011 -0.016 -0.007 2.420 -0.054 -0.377 1.000
159.000 1.000 0.016 -0.025 -0.005 2.397 -0.042 -0.330 1.000
162.000 0.999 0.037 -0.026 -0.014 2.311 -0.064 -0.326 1.000
487.000 0.969 -0.010 -0.247 -0.013 -5.143 0.177 -1.402 1.000
165.000 0.999 0.035 -0.014 -0.022 2.235 -0.099 -0.379 1.000
166.000 0.999 0.042 -0.025 -0.022 2.215 -0.094 -0.329 1.000
167.000 0.999 0.035 -0.023 -0.021 2.186 -0.094 -0.338 1.000
193.000 0.998 -0.002 -0.054 0.013 1.577 0.020 -0.202 1.000
168.000 0.999 0.025 -0.019 -0.017 2.158 -0.083 -0.355 1.000
169.000 1.000 0.009 -0.016 -0.007 2.131 -0.052 -0.364 1.000
170.000 1.000 -0.002 -0.030 0.003 2.114 -0.018 -0.301 1.000
171.000 0.999 -0.002 -0.038 0.007 2.097 -0.001 -0.271 1.000
172.000 0.999 -0.005 -0.039 0.008 2.081 0.002 -0.265 1.000
173.000 0.998 -0.017 -0.053 0.009 2.060 -0.001 -0.209 1.000
175.000 0.999 -0.010 -0.047 0.001 2.003 -0.026 -0.230 1.000
375.000 0.982 0.001 -0.190 -0.001 -2.671 0.065 -0.599 1.000
250.000 0.996 0.021 -0.080 0.016 0.202 0.019 -0.138 1.000
176.000 0.999 0.002 -0.049 -0.003 1.977 -0.032 -0.224 1.000
231.000 0.994 0.025 -0.105 -0.000 0.643 0.006 -0.092 1.000
247.000 0.996 0.023 -0.090 0.002 0.269 0.013 -0.128 1.000
178.000 0.999 0.010 -0.041 0.004 1.926 -0.000 -0.257 1.000
215.000 0.995 0.013 -0.097 -0.010 1.044 -0.025 -0.092 1.000
179.000 0.999 0.006 -0.045 0.009 1.913 0.016 -0.243 1.000
414.000 0.993 -0.031 -0.102 -0.057 -3.624 0.495 -0.051 1.000
184.000 0.998 0.004 -0.062 0.007 1.786 0.006 -0.176 1.000
185.000 0.998 0.004 -0.066 -0.004 1.765 -0.034 -0.162 1.000
186.000 0.998 0.004 -0.067 -0.006 1.749 -0.038 -0.158 1.000
187.000 0.997 -0.000 -0.079 -0.007 1.725 -0.043 -0.116 1.000
254.000 0.994 -0.002 -0.110 -0.000 0.109 0.009 -0.138 1.000
189.000 0.996 -0.006 -0.084 -0.025 1.670 -0.107 -0.102 1.000
251.000 0.997 0.013 -0.071 0.016 0.174 0.017 -0.143 1.000
190.000 0.998 -0.023 -0.047 -0.023 1.634 -0.109 -0.223 1.000
193.000 0.998 -0.003 -0.054 0.014 1.577 0.021 -0.202 1.000
364.000 0.977 -0.028 -0.211 0.008 -2.388 0.011 -0.673 1.000
194.000 0.998 0.014 -0.052 0.016 1.549 0.035 -0.210 1.000
211.000 0.995 0.017 -0.099 -0.001 1.139 -0.009 -0.086 1.000
194.000 0.998 0.014 -0.052 0.016 1.549 0.036 -0.211 1.000
195.000 0.998 0.018 -0.055 0.010 1.524 0.020 -0.201 1.000
196.000 0.998 0.009 -0.062 0.004 1.500 -0.001 -0.180 1.000
197.000 0.998 0.003 -0.059 0.005 1.473 -0.003 -0.186 1.000
238.000 0.997 0.013 -0.071 0.001 0.469 0.008 -0.134 1.000
197.000 0.998 0.003 -0.059 0.005 1.473 -0.003 -0.187 1.000
199.000 0.998 0.001 -0.056 -0.002 1.424 -0.022 -0.196 1.000
200.000 0.998 0.007 -0.061 -0.002 1.410 -0.019 -0.180 1.000
209.000 0.996 0.008 -0.092 0.008 1.193 0.010 -0.101 1.000
269.000 0.992 -0.021 -0.126 0.017 -0.217 0.002 -0.165 1.000
284.000 0.986 -0.005 -0.166 -0.001 -0.559 0.025 -0.237 1.000
201.000 0.998 0.003 -0.060 -0.002 1.382 -0.020 -0.182 1.000
204.000 0.998 0.004 -0.069 0.011 1.306 0.019 -0.155 1.000
204.000 0.998 0.004 -0.069 0.011 1.306 0.019 -0.154 1.000
446.000 0.976 -0.010 -0.215 -0.037 -4.276 0.385 -0.954 1.000
205.000 0.997 0.015 -0.075 0.009 1.280 0.017 -0.141 1.000
239.000 0.996 0.016 -0.084 -0.000 0.444 0.006 -0.123 1.000
236.000 0.996 0.020 -0.085 -0.004 0.525 0.004 -0.120 1.000
205.000 0.997 0.015 -0.075 0.009 1.281 0.017 -0.140 1.000
206.000 0.997 0.021 -0.077 0.005 1.259 0.008 -0.136 1.000
206.000 0.997 0.021 -0.077 0.004 1.259 0.008 -0.136 1.000
210.000 0.996 0.007 -0.094 0.005 1.166 0.005 -0.096 1.000
210.000 0.996 0.006 -0.094 0.006 1.166 0.005 -0.096 1.000
289.000 0.984 -0.004 -0.178 -0.001 -0.677 0.029 -0.278 1.000
211.000 0.995 0.017 -0.099 -0.001 1.138 -0.009 -0.087 1.000
212.000 0.995 0.018 -0.096 -0.011 1.110 -0.028 -0.094 1.000
213.000 0.995 0.015 -0.099 -0.016 1.088 -0.038 -0.087 1.000
214.000 0.994 0.015 -0.104 -0.015 1.072 -0.036 -0.076 1.000
247.000 0.996 0.023 -0.090 0.002 0.268 0.013 -0.128 1.000
216.000 0.996 0.015 -0.091 -0.007 1.017 -0.016 -0.105 1.000
259.000 0.997 0.015 -0.069 0.005 -0.010 0.015 -0.150 1.000
367.000 0.978 -0.023 -0.205 0.004 -2.470 0.031 -0.658 1.000
226.000 0.995 0.006 -0.103 0.001 0.767 0.000 -0.092 1.000
217.000 0.996 0.029 -0.086 -0.007 0.989 -0.011 -0.116 1.000
378.000 0.984 -0.008 -0.175 -0.006 -2.766 0.090 -0.525 1.000
217.000 0.996 0.029 -0.087 -0.007 0.989 -0.011 -0.116 1.000
218.000 0.996 0.029 -0.084 -0.009 0.961 -0.013 -0.120 1.000
255.000 0.992 -0.002 -0.128 -0.002 0.095 0.009 -0.137 1.000
258.000 0.996 0.007 -0.089 -0.009 0.020 0.012 -0.148 1.000
219.000 0.996 0.021 -0.090 -0.010 0.935 -0.017 -0.109 1.000
317.000 0.992 -0.005 -0.128 0.010 -1.354 0.013 -0.243 1.000
219.000 0.996 0.021 -0.091 -0.010 0.935 -0.018 -0.108 1.000
220.000 0.996 0.014 -0.090 -0.009 0.913 -0.019 -0.111 1.000
362.000 0.978 -0.020 -0.208 0.005 -2.338 0.027 -0.648 1.000
221.000 0.996 0.008 -0.093 -0.009 0.896 -0.020 -0.104 1.000
224.000 0.995 0.002 -0.095 -0.014 0.813 -0.027 -0.104 1.000
225.000 0.995 0.005 -0.102 -0.010 0.788 -0.019 -0.093 1.000
